id,date_ref,anciennete_mois,facture_moy,evol_facture,appels_service,conso_data_go,engagement,promos_recues,churn_90j
A0020888,2025-10-01,72,26.42,-0.008,0,10.6,1,2,0
A0151666,2025-10-01,80,21.09,0.14,0,12.7,1,0,0
A0058498,2025-10-01,40,7.57,-0.072,3,5.7,0,2,0
A0086278,2025-10-01,92,46.57,-0.247,0,9.7,0,2,0
A0155202,2025-10-01,35,67.95,0.038,1,16.2,1,1,0
A0010643,2025-10-01,21,26.5,0.201,0,4.0,1,2,0
A0119714,2025-10-01,88,30.84,0.014,0,7.3,0,1,0
A0042148,2025-10-01,51,41.79,-0.011,1,6.8,1,0,0
A0092715,2025-10-01,79,11.41,-0.031,1,2.5,1,3,0
A0071621,2025-10-01,86,53.94,0.073,0,6.9,1,2,0
A0138195,2025-10-01,57,47.58,0.053,1,14.2,0,2,0
A0041771,2025-10-01,4,34.61,0.089,0,10.3,1,4,0
A0085028,2025-10-01,89,11.39,-0.251,0,11.4,0,1,0
A0141630,2025-10-01,4,29.24,-0.121,1,3.5,0,0,0
A0133445,2025-10-01,11,31.19,-0.156,1,15.5,1,3,0
A0138973,2025-10-01,19,26.6,-0.197,2,12.2,1,0,0
A0073405,2025-10-01,10,20.51,-0.218,1,5.1,1,1,0
A0112416,2025-10-01,10,69.16,-0.129,1,16.4,0,1,0
A0089421,2025-10-01,23,38.54,0.17,0,23.7,1,1,0
A0077938,2025-10-01,86,41.21,0.131,0,10.5,0,2,0
A0086776,2025-10-01,37,47.8,0.163,0,9.1,0,2,0
A0087236,2025-10-01,18,34.63,-0.159,1,16.5,1,1,0
A0174664,2025-10-01,5,15.21,0.042,0,18.5,1,0,0
A0149385,2025-10-01,28,29.89,-0.045,0,10.2,0,0,0
A0106932,2025-10-01,95,48.7,0.098,0,3.2,1,2,0
A0173376,2025-10-01,83,31.85,0.148,1,8.8,1,1,0
A0030780,2025-10-01,21,30.22,-0.019,0,9.1,1,3,0
A0081118,2025-10-01,89,25.21,0.217,0,32.9,0,1,0
A0093576,2025-10-01,71,23.41,-0.025,2,12.2,1,0,0
A0068988,2025-10-01,1,25.3,0.124,1,3.2,1,2,0
A0036456,2025-10-01,93,28.04,-0.112,0,15.2,1,2,0
A0157981,2025-10-01,36,29.74,0.067,0,5.4,0,0,0
A0190775,2025-10-01,24,45.66,0.091,0,8.7,0,2,0
A0185897,2025-10-01,18,19.61,0.029,2,2.6,0,1,0
A0186594,2025-10-01,5,26.07,0.194,0,22.0,1,4,0
A0191869,2025-10-01,14,13.03,-0.312,0,13.9,0,2,0
A0016205,2025-10-01,72,16.15,0.078,1,20.1,0,1,0
A0003651,2025-10-01,44,18.66,-0.048,2,5.2,1,0,0
A0038689,2025-10-01,48,21.2,0.226,1,22.8,0,0,0
A0030360,2025-10-01,9,40.24,0.164,0,24.4,1,2,0
A0062250,2025-10-01,85,11.7,-0.093,0,14.5,0,2,0
A0131139,2025-10-01,58,17.86,0.249,2,12.0,1,2,0
A0137153,2025-10-01,61,40.16,-0.211,1,10.7,0,2,0
A0077483,2025-10-01,17,32.76,-0.136,0,13.2,0,4,0
A0052190,2025-10-01,23,30.47,0.069,0,8.7,1,2,0
A0053043,2025-10-01,38,25.03,-0.078,1,14.7,1,0,0
A0053659,2025-10-01,23,49.04,0.008,2,3.1,1,1,0
A0037638,2025-10-01,78,23.59,0.151,0,14.7,1,2,0
A0095012,2025-10-01,23,33.79,0.266,2,20.5,1,1,0
A0114922,2025-10-01,94,27.16,0.214,0,20.4,0,3,0
A0096894,2025-10-01,2,34.45,-0.063,0,15.0,1,1,0
A0082736,2025-10-01,10,23.32,0.013,0,4.1,0,0,0
A0097519,2025-10-01,19,37.43,-0.06,1,12.5,0,1,0
A0132341,2025-10-01,8,29.47,-0.252,2,12.9,0,4,0
A0112233,2025-10-01,31,20.42,-0.141,0,9.8,0,0,0
A0052324,2025-10-01,92,23.23,-0.214,0,26.6,0,1,0
A0008709,2025-10-01,24,22.28,-0.114,2,17.8,1,0,0
A0134017,2025-10-01,9,85.85,0.047,0,8.7,0,2,0
A0141617,2025-10-01,88,22.73,0.129,0,9.2,0,2,0
A0110233,2025-10-01,41,64.55,-0.192,1,5.2,0,1,0
A0140162,2025-10-01,69,57.41,0.094,3,13.6,0,1,0
A0137515,2025-10-01,51,31.69,-0.041,1,5.8,0,1,0
A0063103,2025-10-01,93,18.34,-0.047,1,6.9,0,0,0
A0071139,2025-10-01,39,21.76,-0.145,0,15.2,1,3,0
A0009056,2025-10-01,43,30.08,-0.056,1,3.7,0,1,0
A0021260,2025-10-01,87,31.15,0.271,2,4.8,0,0,0
A0082336,2025-10-01,44,26.8,0.02,1,20.3,0,2,0
A0020246,2025-10-01,37,39.25,-0.01,0,22.0,0,0,0
A0191542,2025-10-01,4,10.7,0.057,1,11.1,0,3,0
A0080073,2025-10-01,17,7.13,-0.124,0,23.0,0,1,0
A0107819,2025-10-01,23,77.71,-0.004,1,12.2,1,0,0
A0045634,2025-10-01,68,10.36,0.03,3,6.7,0,2,0
A0181042,2025-10-01,65,37.3,-0.431,1,5.9,0,1,0
A0110512,2025-10-01,80,28.6,-0.023,0,8.2,0,0,0
A0093342,2025-10-01,27,21.21,-0.071,0,5.0,1,2,0
A0105111,2025-10-01,64,58.44,-0.0,1,22.2,0,2,0
A0108440,2025-10-01,21,28.31,0.005,0,5.0,0,1,0
A0198245,2025-10-01,16,23.42,0.077,1,11.0,0,1,0
A0008214,2025-10-01,84,62.51,-0.308,1,13.5,0,1,0
A0123847,2025-10-01,70,26.14,0.252,1,14.3,0,2,0
A0048306,2025-10-01,47,14.63,0.191,1,8.1,1,0,0
A0009353,2025-10-01,41,28.17,0.203,0,4.9,0,2,0
A0030119,2025-10-01,12,16.63,0.185,1,8.1,1,1,0
A0040266,2025-10-01,12,34.3,0.039,0,7.6,0,1,0
A0184829,2025-10-01,9,30.03,-0.065,0,26.8,1,2,0
A0064429,2025-10-01,94,20.31,0.043,0,2.6,0,0,0
A0033806,2025-10-01,85,12.14,0.272,0,8.1,0,1,0
A0103217,2025-10-01,8,13.67,-0.169,1,11.3,1,1,0
A0199558,2025-10-01,49,14.43,-0.135,0,16.8,1,4,0
A0013019,2025-10-01,45,58.16,0.151,0,13.3,1,0,0
A0090453,2025-10-01,33,31.65,-0.013,1,9.5,0,0,0
A0177755,2025-10-01,70,24.01,-0.039,3,9.1,1,0,0
A0142036,2025-10-01,88,5.06,-0.154,0,17.4,0,3,0
A0000455,2025-10-01,39,33.02,-0.07,0,7.3,0,1,0
A0018091,2025-10-01,17,29.93,-0.042,0,13.7,1,0,0
A0117307,2025-10-01,41,59.76,-0.006,0,11.0,0,1,0
A0150742,2025-10-01,84,61.92,0.188,0,7.2,0,1,0
A0131635,2025-10-01,55,14.1,-0.257,0,17.3,0,0,0
A0162754,2025-10-01,84,66.94,-0.172,0,9.5,1,1,0
A0139204,2025-10-01,59,23.49,-0.067,1,6.6,1,2,0
A0119265,2025-10-01,93,16.69,0.112,1,5.8,1,0,0
A0105282,2025-10-01,13,16.34,0.106,0,5.9,0,1,0
A0104894,2025-10-01,68,18.43,-0.0,0,6.7,0,1,0
A0060998,2025-10-01,39,34.08,0.204,0,24.1,1,0,0
A0174288,2025-10-01,67,43.79,-0.276,1,18.0,1,2,0
A0194484,2025-10-01,20,44.15,0.075,2,8.2,0,1,1
A0076632,2025-10-01,37,24.07,0.129,0,21.7,0,1,0
A0145976,2025-10-01,74,40.5,-0.087,0,6.3,0,1,0
A0163227,2025-10-01,87,29.66,0.173,0,17.8,0,1,0
A0166068,2025-10-01,87,51.22,-0.102,1,23.0,0,2,0
A0084984,2025-10-01,52,32.33,0.05,2,13.5,0,3,0
A0188938,2025-10-01,27,40.05,0.111,1,12.0,1,0,0
A0163247,2025-10-01,61,19.51,-0.085,0,5.6,1,0,0
A0198912,2025-10-01,1,5.78,0.057,3,24.7,0,2,0
A0001131,2025-10-01,11,20.05,-0.096,2,17.4,1,0,0
A0064619,2025-10-01,43,37.02,0.127,1,6.5,0,0,0
A0082872,2025-10-01,45,27.12,-0.099,1,8.1,1,1,0
A0142312,2025-10-01,67,46.4,0.004,0,26.5,0,0,0
A0093354,2025-10-01,40,21.89,-0.043,1,12.8,0,3,0
A0072413,2025-10-01,90,47.19,0.026,1,11.4,0,0,0
A0084965,2025-10-01,41,15.97,-0.254,1,2.1,1,2,0
A0068106,2025-10-01,85,18.56,0.172,0,12.9,1,1,0
A0050651,2025-10-01,25,41.81,-0.087,0,8.0,1,0,0
A0191103,2025-10-01,89,32.98,-0.012,3,12.3,1,2,0
A0014472,2025-10-01,51,18.48,-0.226,0,7.4,1,1,0
A0131213,2025-10-01,32,24.35,0.013,0,11.3,1,2,0
A0093991,2025-10-01,6,18.69,0.293,0,2.6,0,1,0
A0065408,2025-10-01,86,46.15,-0.055,1,10.5,1,0,0
A0135062,2025-10-01,3,40.83,-0.339,0,8.9,0,0,0
A0003930,2025-10-01,25,50.65,-0.42,0,16.6,1,0,0
A0014776,2025-10-01,5,31.62,-0.114,1,37.0,1,3,0
A0057576,2025-10-01,59,32.13,0.217,0,7.5,0,1,0
A0153707,2025-10-01,55,42.01,0.034,0,6.2,0,0,0
A0116857,2025-10-01,18,46.52,-0.132,0,13.5,0,2,0
A0079098,2025-10-01,25,10.13,0.062,0,1.3,0,2,0
A0059032,2025-10-01,38,21.79,0.043,1,10.8,1,0,0
A0171418,2025-10-01,80,25.56,0.355,0,9.7,1,3,0
A0093838,2025-10-01,12,21.97,-0.342,0,15.5,1,0,0
A0038207,2025-10-01,44,17.03,-0.096,0,14.6,0,1,0
A0161313,2025-10-01,19,21.85,-0.05,0,18.4,1,1,0
A0106685,2025-10-01,19,51.86,0.066,1,7.5,1,1,0
A0161971,2025-10-01,27,16.13,0.281,2,15.7,0,1,0
A0015221,2025-10-01,73,59.88,-0.164,1,4.0,0,2,0
A0011570,2025-10-01,3,36.39,0.142,0,8.8,0,2,0
A0173586,2025-10-01,77,35.94,0.024,0,13.3,0,1,0
A0114248,2025-10-01,84,13.97,-0.088,1,12.5,1,2,0
A0055190,2025-10-01,27,46.59,-0.247,1,15.0,1,4,0
A0062160,2025-10-01,29,31.73,0.035,1,15.7,0,3,0
A0111435,2025-10-01,50,52.88,-0.036,0,7.0,1,3,0
A0135445,2025-10-01,24,49.59,-0.184,0,16.8,1,0,0
A0118172,2025-10-01,43,48.02,0.052,2,7.1,0,1,0
A0114771,2025-10-01,48,7.91,0.029,2,16.1,0,1,0
A0034498,2025-10-01,43,49.02,-0.254,1,23.4,1,1,0
A0109434,2025-10-01,48,23.94,-0.032,0,14.7,0,2,0
A0160630,2025-10-01,44,35.96,-0.26,0,7.2,1,2,0
A0095829,2025-10-01,73,51.1,-0.194,0,24.5,1,0,0
A0129038,2025-10-01,21,8.8,0.017,0,13.0,1,1,0
A0174891,2025-10-01,63,19.32,0.125,0,24.5,1,0,0
A0072316,2025-10-01,79,23.56,-0.335,0,5.5,1,0,0
A0089961,2025-10-01,62,20.75,-0.048,2,9.6,0,2,0
A0059514,2025-10-01,68,47.84,0.049,1,26.9,1,1,0
A0131672,2025-10-01,47,13.88,-0.142,1,1.4,1,0,0
A0040664,2025-10-01,37,29.85,-0.093,0,10.5,0,0,0
A0068622,2025-10-01,7,33.57,0.183,3,15.2,1,1,0
A0173659,2025-10-01,39,64.33,-0.114,0,5.2,0,0,0
A0176849,2025-10-01,3,63.69,-0.121,0,13.9,0,1,0
A0061121,2025-10-01,4,17.35,0.044,1,9.8,1,1,0
A0094553,2025-10-01,41,27.57,0.025,1,5.2,1,2,0
A0198364,2025-10-01,24,43.16,-0.074,1,9.1,0,4,0
A0119514,2025-10-01,6,32.62,0.217,0,7.8,1,0,0
A0081943,2025-10-01,7,14.37,-0.088,0,3.4,1,0,0
A0181964,2025-10-01,32,41.02,-0.028,0,11.6,0,3,0
A0153358,2025-10-01,81,20.69,-0.324,1,9.8,1,0,0
A0035414,2025-10-01,59,49.66,-0.026,0,9.2,1,0,0
A0186556,2025-10-01,79,26.81,0.343,1,8.5,1,2,0
A0143765,2025-10-01,18,46.97,-0.103,1,5.4,1,1,0
A0118691,2025-10-01,17,28.65,0.168,0,14.1,1,2,0
A0087414,2025-10-01,4,18.54,-0.033,1,19.6,0,1,0
A0079463,2025-10-01,66,55.82,-0.015,1,3.6,0,1,0
A0157269,2025-10-01,50,15.84,0.172,2,7.1,1,0,0
A0031347,2025-10-01,70,28.55,0.097,2,13.0,1,1,0
A0117132,2025-10-01,81,20.93,-0.183,0,9.9,1,0,0
A0054733,2025-10-01,43,33.35,-0.073,0,13.7,0,2,0
A0185062,2025-10-01,33,18.82,0.028,0,6.9,1,0,0
A0117623,2025-10-01,72,7.59,-0.203,0,2.9,0,2,0
A0013873,2025-10-01,79,11.11,0.124,1,15.7,1,0,0
A0008097,2025-10-01,5,21.63,0.013,0,10.2,1,3,0
A0124855,2025-10-01,70,30.45,-0.298,1,5.4,1,0,0
A0107955,2025-10-01,42,38.96,-0.06,0,9.2,1,0,0
A0022663,2025-10-01,58,19.91,-0.091,2,6.0,0,0,0
A0177141,2025-10-01,94,45.71,0.044,0,3.2,0,0,0
A0133298,2025-10-01,55,19.44,-0.166,0,7.8,1,3,0
A0182009,2025-10-01,75,27.05,-0.019,0,5.2,0,0,0
A0160629,2025-10-01,17,25.13,-0.269,0,7.4,1,0,0
A0057581,2025-10-01,19,56.56,-0.01,0,8.6,1,2,0
A0102535,2025-10-01,41,10.89,0.0,0,9.4,0,0,0
A0056721,2025-10-01,86,23.45,-0.131,0,15.9,0,2,0
A0177321,2025-10-01,26,23.44,0.119,0,3.2,0,3,0
A0093423,2025-10-01,37,34.82,0.075,1,13.6,0,1,0
A0067664,2025-10-01,56,21.46,0.027,1,16.6,1,0,0
A0148991,2025-10-01,64,15.77,0.023,0,14.9,1,1,0
A0190655,2025-10-01,88,6.15,0.201,0,12.1,0,1,0
A0074637,2025-10-01,18,55.24,0.24,1,4.3,1,2,0
A0177153,2025-10-01,57,41.58,0.06,1,7.3,0,2,0
A0036391,2025-10-01,75,32.04,0.097,0,3.4,1,1,0
A0017787,2025-10-01,53,25.68,-0.013,0,12.8,0,1,0
A0034156,2025-10-01,52,60.14,-0.182,0,19.5,0,1,0
A0024264,2025-10-01,95,44.06,-0.103,0,6.9,0,1,0
A0168912,2025-10-01,54,11.44,-0.085,1,4.4,1,2,0
A0084079,2025-10-01,69,9.85,-0.246,1,3.9,0,0,0
A0006404,2025-10-01,90,22.54,0.17,0,3.6,1,1,0
A0018235,2025-10-01,90,38.53,0.017,1,13.0,1,0,0
A0032088,2025-10-01,3,29.61,-0.091,1,5.0,0,3,0
A0085107,2025-10-01,10,64.71,-0.096,2,28.4,0,2,1
A0071353,2025-10-01,47,8.3,0.052,0,3.3,0,3,0
A0131838,2025-10-01,86,24.89,0.01,1,19.0,0,1,0
A0022703,2025-10-01,70,18.45,-0.103,3,8.4,1,1,0
A0072292,2025-10-01,50,39.48,0.026,0,7.0,0,1,0
A0101920,2025-10-01,56,36.9,0.253,0,24.4,1,1,0
A0114236,2025-10-01,13,18.32,0.06,0,10.1,1,0,0
A0083676,2025-10-01,74,64.02,0.057,2,10.0,1,1,0
A0036506,2025-10-01,2,40.08,0.221,1,7.5,1,1,0
A0047485,2025-10-01,50,22.52,-0.14,0,6.9,1,0,0
A0170532,2025-10-01,51,29.53,-0.105,1,9.0,1,2,0
A0046200,2025-10-01,35,39.81,-0.061,0,12.4,1,1,0
A0137464,2025-10-01,94,17.91,-0.002,1,18.5,1,1,0
A0166371,2025-10-01,60,49.62,-0.305,4,6.8,0,2,0
A0094708,2025-10-01,1,25.84,-0.013,1,8.7,1,2,0
A0137841,2025-10-01,86,32.48,-0.083,2,6.4,1,0,0
A0027616,2025-10-01,9,18.48,0.108,1,22.5,1,1,0
A0139052,2025-10-01,92,60.39,-0.062,0,10.4,0,1,0
A0049180,2025-10-01,40,52.85,0.094,1,2.5,1,0,1
A0117038,2025-10-01,56,39.8,0.21,0,23.2,0,1,0
A0145952,2025-10-01,54,26.88,0.033,1,15.9,0,0,0
A0050761,2025-10-01,30,45.1,0.247,0,7.5,1,3,0
A0175164,2025-10-01,56,64.21,-0.205,1,26.2,0,1,0
A0158678,2025-10-01,90,18.64,-0.281,0,4.0,1,0,0
A0165221,2025-10-01,26,45.42,0.004,0,15.1,1,0,0
A0110196,2025-10-01,68,22.07,0.042,0,13.4,1,1,0
A0103045,2025-10-01,4,11.37,0.204,0,9.9,1,0,0
A0124783,2025-10-01,50,28.62,0.053,0,13.8,0,4,0
A0186474,2025-10-01,19,33.81,0.012,1,2.8,1,2,0
A0121951,2025-10-01,94,50.35,0.154,0,2.9,0,1,0
A0072956,2025-10-01,93,22.95,-0.046,0,3.9,1,1,0
A0123816,2025-10-01,84,25.86,0.275,0,8.8,1,0,0
A0134102,2025-10-01,45,17.92,-0.079,0,20.5,1,2,0
A0158663,2025-10-01,31,9.34,0.092,2,7.2,0,0,0
A0053105,2025-10-01,15,17.03,0.12,1,30.0,0,4,0
A0021200,2025-10-01,21,24.89,0.073,2,19.8,1,0,0
A0104578,2025-10-01,41,21.9,-0.039,0,25.3,1,1,0
A0138098,2025-10-01,63,12.21,-0.039,0,15.2,1,0,0
A0170316,2025-10-01,29,53.73,0.032,0,12.6,0,0,0
A0010915,2025-10-01,74,43.8,0.144,1,22.9,1,1,0
A0053430,2025-10-01,60,50.21,-0.053,0,9.6,1,0,0
A0107845,2025-10-01,48,76.27,0.047,2,10.2,1,1,0
A0020455,2025-10-01,49,20.54,-0.13,0,23.6,0,4,0
A0024887,2025-10-01,58,35.27,0.224,0,4.4,1,0,0
A0151448,2025-10-01,67,15.34,-0.021,1,11.4,0,1,0
A0044122,2025-10-01,5,30.52,0.148,0,2.2,1,1,0
A0164815,2025-10-01,17,32.55,0.238,1,15.2,0,2,0
A0006489,2025-10-01,16,35.71,-0.061,0,10.5,0,4,0
A0075814,2025-10-01,58,35.67,0.045,0,30.5,1,2,0
A0052603,2025-10-01,62,33.65,-0.01,1,3.7,0,1,0
A0097581,2025-10-01,53,45.32,-0.205,1,13.8,0,1,0
A0081854,2025-10-01,82,32.06,-0.027,0,8.5,0,1,0
A0024451,2025-10-01,37,44.61,-0.086,0,1.9,0,1,0
A0008692,2025-10-01,18,24.91,-0.091,0,12.8,1,3,0
A0132306,2025-10-01,10,26.36,-0.209,0,12.7,1,1,0
A0137223,2025-10-01,54,52.21,0.064,2,21.3,0,3,0
A0193146,2025-10-01,53,20.7,-0.111,0,14.6,1,1,0
A0132651,2025-10-01,79,48.06,-0.162,1,19.8,0,1,0
A0106289,2025-10-01,64,16.73,-0.073,1,6.2,0,1,0
A0187464,2025-10-01,2,20.19,0.053,0,13.1,0,0,0
A0005312,2025-10-01,86,23.56,-0.015,0,12.7,1,1,0
A0055011,2025-10-01,60,34.46,0.012,0,18.6,0,0,0
A0165561,2025-10-01,11,38.23,-0.061,0,8.5,1,1,0
A0046594,2025-10-01,86,31.11,0.057,1,2.2,1,3,0
A0015240,2025-10-01,10,11.83,0.181,0,6.0,1,2,0
A0100424,2025-10-01,54,21.53,-0.186,2,10.5,0,1,0
A0147034,2025-10-01,49,56.96,0.162,0,16.8,0,2,0
A0196749,2025-10-01,48,22.57,-0.198,1,13.2,1,1,0
A0028780,2025-10-01,74,19.98,0.118,1,10.5,0,0,0
A0046705,2025-10-01,53,56.99,0.209,1,16.9,0,0,0
A0039549,2025-10-01,91,14.03,0.011,0,3.7,1,1,0
A0020697,2025-10-01,70,28.07,-0.033,0,9.0,1,1,0
A0169661,2025-10-01,16,54.48,0.224,2,14.5,0,3,0
A0011107,2025-10-01,57,23.05,-0.308,0,20.5,0,1,0
A0144395,2025-10-01,52,7.77,-0.03,0,18.1,0,2,0
A0053887,2025-10-01,11,9.88,0.118,0,15.9,0,4,0
A0161633,2025-10-01,95,12.87,0.114,0,9.2,1,3,0
A0121353,2025-10-01,41,27.82,-0.021,2,2.1,1,3,0
A0001423,2025-10-01,51,27.98,-0.074,1,3.3,0,0,0
A0102293,2025-10-01,28,15.65,-0.114,0,18.5,0,1,0
A0007147,2025-10-01,8,24.13,-0.128,0,6.8,0,1,0
A0030792,2025-10-01,93,52.97,-0.02,0,4.2,1,0,0
A0095507,2025-10-01,86,31.62,0.17,1,15.9,0,1,0
A0182327,2025-10-01,36,49.36,-0.012,1,16.3,1,1,0
A0030841,2025-10-01,74,40.09,0.126,1,8.5,1,0,0
A0002427,2025-10-01,49,31.89,0.049,0,5.8,1,1,0
A0031279,2025-10-01,30,23.5,0.041,1,17.2,1,4,0
A0023428,2025-10-01,47,23.5,0.031,2,5.1,0,3,0
A0196704,2025-10-01,26,14.92,0.076,0,7.8,0,1,0
A0039976,2025-10-01,87,22.57,-0.102,0,17.8,1,1,0
A0195095,2025-10-01,23,15.63,0.374,0,4.0,1,0,0
A0028982,2025-10-01,39,26.68,-0.253,1,21.5,1,1,0
A0048108,2025-10-01,19,33.57,0.243,2,9.7,1,1,0
A0168885,2025-10-01,5,17.29,-0.112,1,7.3,0,2,0
A0032340,2025-10-01,74,40.21,-0.019,0,3.2,1,2,0
A0054484,2025-10-01,82,6.98,-0.063,1,7.7,0,0,0
A0074672,2025-10-01,78,31.51,0.067,1,21.8,0,0,0
A0070173,2025-10-01,56,22.07,0.027,0,8.6,1,1,0
A0141091,2025-10-01,71,37.31,-0.011,1,2.2,1,1,0
A0088558,2025-10-01,71,29.62,-0.14,1,6.1,1,1,0
A0195237,2025-10-01,81,76.68,-0.006,0,11.4,0,4,0
A0084479,2025-10-01,69,30.72,0.002,2,4.9,1,2,0
A0104568,2025-10-01,28,48.94,0.177,1,5.1,0,2,0
A0107401,2025-10-01,37,41.05,0.154,0,10.6,1,3,0
A0100605,2025-10-01,16,29.01,-0.091,2,13.0,0,2,0
A0001317,2025-10-01,86,32.38,-0.169,0,12.9,0,0,0
A0124005,2025-10-01,16,29.07,0.033,1,8.1,1,1,0
A0142733,2025-10-01,4,41.64,0.225,0,22.4,0,2,0
A0123389,2025-10-01,84,25.69,-0.095,0,6.7,1,1,0
A0176044,2025-10-01,58,32.98,0.015,1,32.9,0,3,0
A0081062,2025-10-01,94,56.13,0.106,0,14.4,1,1,0
A0031414,2025-10-01,61,21.53,-0.216,0,24.9,0,0,0
A0013933,2025-10-01,63,61.03,0.062,1,5.3,1,2,0
A0033218,2025-10-01,89,31.97,-0.054,0,17.1,1,2,0
A0008152,2025-10-01,6,39.02,-0.05,0,5.5,1,1,0
A0051550,2025-10-01,12,68.41,0.169,0,19.4,0,1,0
A0184006,2025-10-01,61,34.59,-0.157,1,10.2,1,1,0
A0031896,2025-10-01,57,15.79,-0.052,1,6.7,1,2,0
A0047173,2025-10-01,60,40.93,0.249,0,10.6,0,0,0
A0086349,2025-10-01,18,40.52,-0.122,1,4.9,0,1,0
A0108406,2025-10-01,71,23.5,-0.142,0,7.2,1,2,0
A0047266,2025-10-01,89,22.7,0.136,1,26.7,1,1,0
A0027650,2025-10-01,2,92.48,0.04,2,21.7,0,0,0
A0193779,2025-10-01,58,75.45,-0.194,0,8.2,1,0,0
A0139975,2025-10-01,92,55.27,0.029,2,6.7,1,1,0
A0149586,2025-10-01,10,18.39,-0.194,1,7.8,0,1,0
A0118465,2025-10-01,45,51.78,-0.024,0,21.1,0,2,0
A0042946,2025-10-01,59,58.11,-0.097,0,19.4,0,2,0
A0055902,2025-10-01,66,35.62,-0.211,2,25.8,1,1,0
A0140102,2025-10-01,9,20.53,-0.053,0,17.8,0,1,0
A0065962,2025-10-01,37,36.6,-0.211,2,12.1,0,0,0
A0185986,2025-10-01,35,14.92,-0.066,1,12.1,1,0,0
A0096222,2025-10-01,24,32.12,-0.145,1,46.2,0,2,1
A0024548,2025-10-01,66,28.1,0.081,0,7.9,1,2,0
A0089666,2025-10-01,37,30.23,-0.289,0,5.6,0,0,0
A0096732,2025-10-01,7,26.53,0.168,1,16.5,1,0,0
A0006188,2025-10-01,12,22.37,0.034,1,7.8,0,2,0
A0041862,2025-10-01,78,20.41,-0.288,0,24.2,0,1,0
A0031325,2025-10-01,42,29.05,-0.295,0,25.8,0,0,0
A0025768,2025-10-01,64,57.29,-0.219,1,14.6,0,1,0
A0156878,2025-10-01,75,29.95,-0.168,1,14.0,1,0,0
A0079584,2025-10-01,55,21.45,-0.174,0,14.6,1,2,0
A0050571,2025-10-01,86,32.78,0.251,0,4.7,1,0,0
A0068887,2025-10-01,24,37.61,-0.359,1,9.7,0,2,0
A0097623,2025-10-01,78,28.54,0.062,0,14.1,1,1,0
A0048243,2025-10-01,47,20.72,-0.185,1,5.7,0,0,0
A0011456,2025-10-01,8,48.25,-0.042,1,6.5,1,1,0
A0140104,2025-10-01,74,17.28,-0.102,0,28.1,0,0,0
A0149362,2025-10-01,48,10.62,-0.14,0,6.8,0,5,0
A0044864,2025-10-01,15,54.1,-0.131,1,10.6,1,2,0
A0084948,2025-10-01,2,40.81,-0.029,1,10.4,0,1,0
A0019694,2025-10-01,16,47.2,-0.131,0,6.1,1,3,0
A0066610,2025-10-01,10,21.92,0.063,0,16.5,0,0,0
A0083982,2025-10-01,10,20.88,0.106,1,10.1,1,3,0
A0100329,2025-10-01,40,43.6,-0.056,0,3.3,0,1,0
A0066692,2025-10-01,65,21.12,-0.036,0,5.6,0,0,0
A0122786,2025-10-01,58,58.51,0.275,0,2.7,0,1,0
A0197568,2025-10-01,8,16.92,-0.157,0,6.8,1,1,0
A0070012,2025-10-01,69,16.74,-0.087,0,16.2,0,0,0
A0199593,2025-10-01,67,17.85,0.104,0,10.9,1,3,0
A0114943,2025-10-01,94,52.44,0.067,0,5.8,1,3,0
A0039908,2025-10-01,23,14.25,0.135,1,18.4,0,1,0
A0087316,2025-10-01,3,23.04,0.037,0,6.6,0,2,0
A0041676,2025-10-01,43,30.08,0.321,1,14.1,1,3,0
A0151997,2025-10-01,16,32.95,-0.214,1,18.0,1,0,0
A0157577,2025-10-01,67,27.44,0.027,0,20.8,1,1,0
A0090340,2025-10-01,14,18.22,0.165,0,16.2,1,1,0
A0005169,2025-10-01,26,10.61,-0.017,0,26.9,1,2,0
A0061830,2025-10-01,84,48.37,0.122,0,17.1,1,0,0
A0160190,2025-10-01,29,61.08,0.066,0,18.1,0,1,0
A0164463,2025-10-01,70,70.8,0.262,2,12.0,0,3,0
A0122184,2025-10-01,80,27.82,-0.137,0,12.4,1,2,0
A0176670,2025-10-01,17,23.33,0.138,0,17.5,0,0,0
A0064435,2025-10-01,3,20.93,0.208,5,11.6,1,1,0
A0195456,2025-10-01,58,46.33,-0.008,0,10.8,1,0,0
A0077202,2025-10-01,49,16.41,-0.064,0,8.6,0,4,0
A0010450,2025-10-01,8,25.94,-0.148,1,6.4,1,1,1
A0157078,2025-10-01,22,22.36,-0.026,0,12.9,0,1,0
A0016444,2025-10-01,25,22.58,0.124,1,16.2,0,1,0
A0178746,2025-10-01,94,34.05,-0.144,0,49.7,0,1,0
A0199554,2025-10-01,10,28.38,-0.106,0,7.4,1,3,0
A0049041,2025-10-01,3,44.28,-0.03,1,4.9,0,5,0
A0042962,2025-10-01,30,32.82,-0.308,0,6.0,1,4,0
A0060882,2025-10-01,43,19.32,0.109,0,16.2,0,0,0
A0195557,2025-10-01,72,29.74,0.0,1,10.8,1,0,0
A0183631,2025-10-01,85,24.64,-0.011,2,10.8,0,1,0
A0070563,2025-10-01,10,67.04,0.217,0,18.3,0,1,0
A0169968,2025-10-01,28,41.28,0.104,0,27.4,1,3,0
A0174779,2025-10-01,11,36.61,0.115,0,9.4,1,1,0
A0018691,2025-10-01,44,48.03,-0.133,0,6.4,1,0,0
