compte_id,canal_acquisition,taille_entreprise,pays,date_inscription
C006072,sea,1-10,FR,2026-06-07 00:00:00
C006073,seo,11-50,FR,2026-06-17 00:00:00
C006074,sea,51-200,FR,2026-03-16 00:00:00
C006075,direct,1-10,FR,2026-04-04 00:00:00
C006076,sea,200+,FR,2026-01-20 00:00:00
C006077,seo,51-200,FR,2026-02-17 00:00:00
C006078,seo,1-10,FR,2026-04-22 00:00:00
C006079,sea,200+,FR,2026-06-19 00:00:00
C006080,referral,11-50,FR,2026-06-21 00:00:00
C006081,direct,51-200,FR,2026-04-21 00:00:00
C006082,referral,200+,FR,2026-04-01 00:00:00
C006083,sea,1-10,FR,2026-06-02 00:00:00
C006084,sea,51-200,FR,2026-03-26 00:00:00
C006085,direct,51-200,FR,2026-03-25 00:00:00
C006086,direct,51-200,FR,2026-05-19 00:00:00
C006087,sea,11-50,FR,2026-01-24 00:00:00
C006088,direct,11-50,FR,2026-05-21 00:00:00
C006089,direct,11-50,CH,2026-04-07 00:00:00
C006090,direct,200+,FR,2026-07-06 00:00:00
C006091,sea,200+,FR,2026-03-09 00:00:00
C006092,referral,200+,FR,2026-03-03 00:00:00
C006093,sea,51-200,FR,2026-01-31 00:00:00
C006094,sea,200+,FR,2026-06-14 00:00:00
C006095,referral,11-50,FR,2026-02-19 00:00:00
C006096,seo,51-200,FR,2026-04-30 00:00:00
C006097,sea,1-10,CA,2026-03-13 00:00:00
C006098,referral,51-200,CH,2026-06-12 00:00:00
C006099,referral,1-10,FR,2026-02-08 00:00:00
C006100,sea,200+,CH,2026-02-15 00:00:00
C006101,seo,51-200,FR,2026-04-14 00:00:00
C006102,seo,51-200,FR,2026-05-01 00:00:00
C006103,seo,1-10,FR,2026-01-15 00:00:00
C006104,direct,51-200,FR,2026-07-06 00:00:00
C006105,seo,11-50,BE,2026-03-24 00:00:00
C006106,sea,11-50,FR,2026-04-27 00:00:00
C006107,seo,200+,FR,2026-05-16 00:00:00
C006108,referral,1-10,FR,2026-02-26 00:00:00
C006109,direct,51-200,FR,2026-02-20 00:00:00
C006110,direct,200+,FR,2026-05-01 00:00:00
C006111,seo,1-10,FR,2026-03-21 00:00:00
C006112,referral,1-10,FR,2026-02-24 00:00:00
C006113,sea,51-200,BE,2026-05-13 00:00:00
C006114,referral,1-10,CA,2026-02-14 00:00:00
C006115,direct,200+,FR,2026-02-24 00:00:00
C006116,direct,200+,CH,2026-04-24 00:00:00
C006117,direct,200+,FR,2026-02-18 00:00:00
C006118,direct,1-10,FR,2026-04-02 00:00:00
C006119,sea,200+,FR,2026-06-17 00:00:00
C006120,seo,1-10,FR,2026-06-17 00:00:00
C006121,referral,51-200,FR,2026-06-19 00:00:00
C006122,seo,200+,FR,2026-03-17 00:00:00
C006123,referral,200+,FR,2026-01-20 00:00:00
C006124,direct,51-200,FR,2026-01-28 00:00:00
C006125,referral,51-200,FR,2026-01-30 00:00:00
C006126,seo,11-50,BE,2026-06-05 00:00:00
C006127,seo,1-10,FR,2026-06-07 00:00:00
C006128,seo,200+,CA,2026-04-15 00:00:00
C006129,sea,11-50,FR,2026-05-08 00:00:00
C006130,sea,51-200,FR,2026-03-11 00:00:00
C006131,seo,1-10,CH,2026-04-30 00:00:00
C006132,direct,1-10,CA,2026-04-07 00:00:00
C006133,referral,200+,BE,2026-03-01 00:00:00
C006134,referral,11-50,FR,2026-04-24 00:00:00
C006135,direct,200+,FR,2026-04-21 00:00:00
C006136,sea,11-50,FR,2026-07-15 00:00:00
C006137,sea,200+,FR,2026-06-23 00:00:00
C006138,seo,51-200,FR,2026-04-04 00:00:00
C006139,direct,200+,FR,2026-02-18 00:00:00
C006140,seo,1-10,FR,2026-02-05 00:00:00
C006141,referral,11-50,FR,2026-03-01 00:00:00
C006142,referral,1-10,FR,2026-02-01 00:00:00
C006143,direct,11-50,FR,2026-04-04 00:00:00
C006144,seo,1-10,FR,2026-06-08 00:00:00
C006145,sea,51-200,BE,2026-05-26 00:00:00
C006146,referral,51-200,FR,2026-04-03 00:00:00
C006147,sea,200+,FR,2026-04-02 00:00:00
C006148,seo,11-50,FR,2026-03-06 00:00:00
C006149,referral,11-50,FR,2026-04-13 00:00:00
C006150,direct,11-50,BE,2026-03-08 00:00:00
C006151,seo,200+,FR,2026-02-18 00:00:00
C006152,seo,51-200,CH,2026-06-10 00:00:00
C006153,sea,51-200,FR,2026-02-08 00:00:00
C006154,referral,200+,FR,2026-04-02 00:00:00
C006155,seo,200+,BE,2026-05-06 00:00:00
C006156,sea,51-200,FR,2026-06-29 00:00:00
C006157,referral,11-50,FR,2026-01-05 00:00:00
C006158,seo,1-10,FR,2026-02-25 00:00:00
C006159,seo,51-200,FR,2026-01-20 00:00:00
C006160,referral,11-50,FR,2026-05-07 00:00:00
C006161,direct,51-200,FR,2026-01-21 00:00:00
C006162,sea,51-200,CH,2026-06-26 00:00:00
C006163,seo,1-10,CH,2026-01-07 00:00:00
C006164,direct,200+,FR,2026-03-08 00:00:00
C006165,seo,200+,FR,2026-04-03 00:00:00
C006166,direct,51-200,CA,2026-01-11 00:00:00
C006167,referral,200+,FR,2026-06-19 00:00:00
C006168,direct,51-200,FR,2026-05-31 00:00:00
C006169,direct,51-200,FR,2026-02-16 00:00:00
C006170,referral,51-200,FR,2026-07-15 00:00:00
C006171,referral,11-50,FR,2026-02-15 00:00:00
C006172,direct,1-10,FR,2026-01-19 00:00:00
C006173,referral,11-50,CA,2026-05-02 00:00:00
C006174,referral,51-200,FR,2026-03-07 00:00:00
C006175,direct,51-200,FR,2026-07-13 00:00:00
C006176,seo,11-50,FR,2026-04-07 00:00:00
C006177,referral,200+,FR,2026-04-23 00:00:00
C006178,seo,200+,CA,2026-07-04 00:00:00
C006179,direct,1-10,BE,2026-05-09 00:00:00
C006180,seo,11-50,FR,2026-05-03 00:00:00
C006181,sea,1-10,FR,2026-06-02 00:00:00
C006182,seo,1-10,FR,2026-03-02 00:00:00
C006183,direct,11-50,FR,2026-02-11 00:00:00
C006184,sea,1-10,FR,2026-03-09 00:00:00
C006185,referral,51-200,FR,2026-03-18 00:00:00
C006186,referral,1-10,FR,2026-02-16 00:00:00
C006187,referral,51-200,FR,2026-03-22 00:00:00
C006188,sea,51-200,FR,2026-07-10 00:00:00
C006189,sea,200+,FR,2026-01-18 00:00:00
C006190,seo,51-200,CH,2026-02-15 00:00:00
C006191,referral,51-200,FR,2026-05-22 00:00:00
C006192,direct,11-50,CA,2026-06-23 00:00:00
C006193,referral,200+,FR,2026-07-15 00:00:00
C006194,direct,200+,FR,2026-03-05 00:00:00
C006195,referral,51-200,FR,2026-04-28 00:00:00
C006196,referral,200+,FR,2026-01-27 00:00:00
C006197,direct,200+,FR,2026-06-29 00:00:00
C006198,seo,200+,BE,2026-04-20 00:00:00
C006199,seo,200+,FR,2026-03-08 00:00:00
C006200,sea,1-10,FR,2026-02-14 00:00:00
C006201,seo,1-10,FR,2026-04-29 00:00:00
C006202,referral,1-10,FR,2026-01-28 00:00:00
C006203,sea,11-50,FR,2026-05-25 00:00:00
C006204,seo,1-10,FR,2026-03-12 00:00:00
C006205,direct,200+,FR,2026-01-30 00:00:00
C006206,direct,1-10,FR,2026-01-08 00:00:00
C006207,direct,1-10,FR,2026-06-17 00:00:00
C006208,sea,1-10,FR,2026-03-19 00:00:00
C006209,sea,11-50,CH,2026-04-30 00:00:00
C006210,sea,200+,FR,2026-02-24 00:00:00
C006211,sea,200+,FR,2026-05-20 00:00:00
C006212,seo,11-50,FR,2026-03-19 00:00:00
C006213,direct,200+,FR,2026-01-12 00:00:00
C006214,sea,1-10,FR,2026-02-06 00:00:00
C006215,direct,51-200,CA,2026-03-23 00:00:00
C006216,seo,11-50,CA,2026-04-19 00:00:00
C006217,sea,200+,FR,2026-01-04 00:00:00
C006218,referral,200+,FR,2026-07-15 00:00:00
C006219,direct,1-10,FR,2026-03-16 00:00:00
C006220,sea,1-10,CH,2026-02-25 00:00:00
C006221,sea,51-200,FR,2026-01-29 00:00:00
C006222,direct,1-10,FR,2026-02-13 00:00:00
C006223,referral,51-200,FR,2026-03-01 00:00:00
C006224,seo,1-10,FR,2026-07-14 00:00:00
C006225,referral,1-10,FR,2026-05-13 00:00:00
C006226,referral,200+,CH,2026-02-10 00:00:00
C006227,referral,200+,FR,2026-06-12 00:00:00
C006228,seo,51-200,FR,2026-07-03 00:00:00
C006229,referral,11-50,CA,2026-02-16 00:00:00
C006230,seo,11-50,FR,2026-01-09 00:00:00
C006231,seo,1-10,FR,2026-04-30 00:00:00
C006232,seo,1-10,CA,2026-01-22 00:00:00
C006233,seo,200+,FR,2026-02-10 00:00:00
C006234,seo,11-50,FR,2026-03-09 00:00:00
C006235,direct,1-10,FR,2026-03-28 00:00:00
C006236,referral,11-50,FR,2026-06-25 00:00:00
C006237,seo,200+,BE,2026-07-18 00:00:00
C006238,seo,51-200,FR,2026-02-07 00:00:00
C006239,direct,1-10,CA,2026-05-05 00:00:00
C006240,seo,11-50,FR,2026-06-04 00:00:00
C006241,direct,11-50,FR,2026-03-21 00:00:00
C006242,referral,11-50,FR,2026-07-07 00:00:00
C006243,sea,200+,FR,2026-02-16 00:00:00
C006244,sea,51-200,CA,2026-06-26 00:00:00
C006245,seo,51-200,CA,2026-01-09 00:00:00
C006246,seo,51-200,FR,2026-03-15 00:00:00
C006247,seo,1-10,FR,2026-04-05 00:00:00
C006248,referral,51-200,FR,2026-04-23 00:00:00
C006249,sea,11-50,FR,2026-05-09 00:00:00
C006250,referral,1-10,BE,2026-01-19 00:00:00
C006251,referral,200+,FR,2026-05-08 00:00:00
C006252,sea,51-200,FR,2026-03-17 00:00:00
C006253,direct,200+,FR,2026-03-03 00:00:00
C006254,seo,1-10,FR,2026-03-04 00:00:00
C006255,seo,200+,CA,2026-05-05 00:00:00
C006256,referral,200+,FR,2026-01-10 00:00:00
C006257,referral,200+,FR,2026-03-14 00:00:00
C006258,seo,200+,FR,2026-02-09 00:00:00
C006259,direct,1-10,FR,2026-06-09 00:00:00
C006260,sea,200+,FR,2026-02-15 00:00:00
C006261,referral,200+,FR,2026-06-24 00:00:00
C006262,sea,11-50,FR,2026-02-13 00:00:00
C006263,referral,51-200,FR,2026-01-11 00:00:00
C006264,seo,11-50,CH,2026-04-02 00:00:00
C006265,seo,11-50,FR,2026-02-20 00:00:00
C006266,sea,51-200,CH,2026-02-01 00:00:00
C006267,direct,1-10,FR,2026-01-31 00:00:00
C006268,sea,200+,FR,2026-03-25 00:00:00
C006269,referral,200+,CA,2026-05-22 00:00:00
C006270,seo,11-50,CH,2026-02-08 00:00:00
C006271,seo,1-10,FR,2026-02-24 00:00:00
C006272,seo,11-50,FR,2026-03-14 00:00:00
C006273,sea,1-10,CA,2026-01-16 00:00:00
C006274,direct,51-200,FR,2026-07-05 00:00:00
C006275,direct,51-200,FR,2026-05-14 00:00:00
C006276,sea,200+,BE,2026-04-17 00:00:00
C006277,seo,51-200,FR,2026-01-04 00:00:00
C006278,seo,1-10,BE,2026-03-28 00:00:00
C006279,seo,51-200,FR,2026-06-17 00:00:00
C006280,referral,1-10,FR,2026-01-21 00:00:00
C006281,direct,200+,FR,2026-02-26 00:00:00
C006282,referral,51-200,CH,2026-05-06 00:00:00
C006283,seo,200+,FR,2026-07-19 00:00:00
C006284,sea,1-10,FR,2026-02-05 00:00:00
C006285,referral,51-200,FR,2026-04-05 00:00:00
C006286,referral,51-200,FR,2026-05-07 00:00:00
C006287,sea,11-50,FR,2026-05-16 00:00:00
C006288,referral,1-10,FR,2026-06-16 00:00:00
C006289,direct,11-50,FR,2026-04-27 00:00:00
C006290,seo,200+,FR,2026-01-30 00:00:00
C006291,seo,1-10,FR,2026-02-05 00:00:00
C006292,direct,51-200,BE,2026-02-19 00:00:00
C006293,referral,1-10,FR,2026-02-06 00:00:00
C006294,direct,11-50,FR,2026-05-08 00:00:00
C006295,direct,11-50,FR,2026-01-26 00:00:00
C006296,sea,200+,CH,2026-04-03 00:00:00
C006297,sea,51-200,CA,2026-02-02 00:00:00
C006298,direct,1-10,CA,2026-01-18 00:00:00
C006299,direct,200+,FR,2026-03-07 00:00:00
C006300,sea,1-10,CH,2026-04-06 00:00:00
C006301,direct,200+,FR,2026-03-16 00:00:00
C006302,referral,51-200,FR,2026-04-24 00:00:00
C006303,direct,1-10,FR,2026-05-18 00:00:00
C006304,referral,1-10,FR,2026-01-12 00:00:00
C006305,direct,11-50,FR,2026-06-28 00:00:00
C006306,seo,200+,CH,2026-04-07 00:00:00
C006307,referral,11-50,FR,2026-02-14 00:00:00
C006308,seo,51-200,FR,2026-02-01 00:00:00
C006309,seo,11-50,FR,2026-05-04 00:00:00
C006310,direct,51-200,FR,2026-03-06 00:00:00
C006311,referral,200+,FR,2026-04-26 00:00:00
C006312,direct,200+,FR,2026-01-25 00:00:00
C006313,seo,11-50,FR,2026-01-31 00:00:00
C006314,seo,11-50,FR,2026-03-20 00:00:00
C006315,sea,1-10,FR,2026-07-07 00:00:00
C006316,referral,51-200,FR,2026-05-04 00:00:00
C006317,sea,51-200,FR,2026-04-09 00:00:00
C006318,sea,11-50,FR,2026-01-27 00:00:00
C006319,seo,200+,FR,2026-01-09 00:00:00
C006320,seo,51-200,BE,2026-01-01 00:00:00
C006321,direct,200+,BE,2026-04-04 00:00:00
C006322,direct,51-200,FR,2026-02-20 00:00:00
C006323,direct,200+,FR,2026-02-06 00:00:00
C006324,sea,1-10,FR,2026-06-04 00:00:00
C006325,referral,51-200,CH,2026-03-06 00:00:00
C006326,seo,51-200,FR,2026-05-30 00:00:00
C006327,direct,200+,BE,2026-03-13 00:00:00
C006328,direct,200+,FR,2026-02-10 00:00:00
C006329,sea,11-50,FR,2026-07-10 00:00:00
C006330,seo,1-10,FR,2026-01-07 00:00:00
C006331,sea,11-50,FR,2026-05-08 00:00:00
C006332,seo,11-50,BE,2026-03-03 00:00:00
C006333,seo,11-50,BE,2026-04-29 00:00:00
C006334,sea,51-200,BE,2026-05-10 00:00:00
C006335,direct,11-50,FR,2026-06-12 00:00:00
C006336,referral,51-200,FR,2026-07-18 00:00:00
C006337,direct,51-200,FR,2026-05-16 00:00:00
C006338,sea,200+,FR,2026-01-11 00:00:00
C006339,referral,51-200,FR,2026-04-27 00:00:00
C006340,sea,51-200,BE,2026-06-15 00:00:00
C006341,referral,51-200,FR,2026-06-26 00:00:00
C006342,sea,1-10,FR,2026-05-26 00:00:00
C006343,direct,11-50,FR,2026-01-13 00:00:00
C006344,referral,11-50,CA,2026-05-19 00:00:00
C006345,referral,200+,FR,2026-07-17 00:00:00
C006346,seo,1-10,FR,2026-03-11 00:00:00
C006347,seo,200+,FR,2026-02-22 00:00:00
C006348,direct,51-200,CH,2026-01-02 00:00:00
C006349,sea,1-10,FR,2026-06-07 00:00:00
C006350,seo,200+,FR,2026-07-09 00:00:00
C006351,seo,1-10,FR,2026-02-16 00:00:00
C006352,seo,200+,FR,2026-05-01 00:00:00
C006353,referral,200+,BE,2026-01-13 00:00:00
C006354,seo,200+,CA,2026-05-02 00:00:00
C006355,seo,51-200,FR,2026-05-04 00:00:00
C006356,referral,1-10,FR,2026-02-28 00:00:00
C006357,sea,51-200,FR,2026-03-15 00:00:00
C006358,referral,51-200,CH,2026-01-10 00:00:00
C006359,referral,11-50,FR,2026-07-10 00:00:00
C006360,referral,200+,BE,2026-06-15 00:00:00
C006361,referral,11-50,CA,2026-03-05 00:00:00
C006362,sea,200+,FR,2026-02-23 00:00:00
C006363,seo,200+,FR,2026-05-01 00:00:00
C006364,sea,11-50,CH,2026-07-11 00:00:00
C006365,seo,1-10,BE,2026-02-03 00:00:00
C006366,seo,1-10,FR,2026-05-10 00:00:00
C006367,direct,200+,FR,2026-02-20 00:00:00
C006368,referral,1-10,CA,2026-04-30 00:00:00
C006369,sea,11-50,FR,2026-01-25 00:00:00
C006370,sea,200+,FR,2026-06-07 00:00:00
C006371,seo,51-200,FR,2026-07-09 00:00:00
C006372,sea,200+,FR,2026-07-04 00:00:00
C006373,referral,51-200,FR,2026-07-09 00:00:00
C006374,direct,51-200,FR,2026-02-06 00:00:00
C006375,seo,200+,FR,2026-04-22 00:00:00
C006376,seo,51-200,FR,2026-03-27 00:00:00
C006377,sea,51-200,FR,2026-03-18 00:00:00
C006378,referral,11-50,FR,2026-03-24 00:00:00
C006379,referral,51-200,FR,2026-03-25 00:00:00
C006380,seo,51-200,BE,2026-01-23 00:00:00
C006381,referral,51-200,BE,2026-06-30 00:00:00
C006382,sea,200+,FR,2026-06-05 00:00:00
C006383,seo,51-200,BE,2026-07-16 00:00:00
C006384,direct,1-10,CH,2026-03-03 00:00:00
C006385,direct,1-10,FR,2026-01-26 00:00:00
C006386,direct,200+,FR,2026-02-01 00:00:00
C006387,sea,11-50,FR,2026-06-15 00:00:00
C006388,seo,200+,FR,2026-07-07 00:00:00
C006389,referral,1-10,FR,2026-01-15 00:00:00
C006390,referral,1-10,CH,2026-01-12 00:00:00
C006391,seo,1-10,FR,2026-05-03 00:00:00
C006392,seo,200+,FR,2026-03-21 00:00:00
C006393,referral,11-50,FR,2026-02-09 00:00:00
C006394,referral,1-10,FR,2026-01-02 00:00:00
C006395,direct,200+,FR,2026-03-04 00:00:00
C006396,seo,1-10,FR,2026-07-10 00:00:00
C006397,direct,200+,CA,2026-03-02 00:00:00
C006398,sea,1-10,FR,2026-02-27 00:00:00
C006399,sea,11-50,CH,2026-06-20 00:00:00
C006400,seo,51-200,BE,2026-02-19 00:00:00
C006401,direct,51-200,FR,2026-03-29 00:00:00
C006402,seo,11-50,FR,2026-02-08 00:00:00
C006403,referral,51-200,CA,2026-03-04 00:00:00
C006404,referral,1-10,FR,2026-01-29 00:00:00
C006405,sea,11-50,FR,2026-05-01 00:00:00
C006406,referral,200+,CA,2026-03-20 00:00:00
C006407,sea,11-50,FR,2026-07-18 00:00:00
C006408,seo,11-50,CH,2026-06-14 00:00:00
C006409,seo,51-200,BE,2026-03-20 00:00:00
C006410,sea,1-10,FR,2026-01-29 00:00:00
C006411,seo,51-200,FR,2026-07-02 00:00:00
C006412,referral,51-200,CA,2026-02-13 00:00:00
C006413,seo,1-10,FR,2026-04-16 00:00:00
C006414,referral,11-50,CA,2026-07-07 00:00:00
C006415,seo,51-200,CA,2026-06-10 00:00:00
C006416,direct,1-10,FR,2026-03-01 00:00:00
C006417,direct,11-50,FR,2026-03-09 00:00:00
C006418,seo,200+,FR,2026-04-19 00:00:00
C006419,direct,200+,FR,2026-06-10 00:00:00
C006420,seo,1-10,FR,2026-05-07 00:00:00
C006421,sea,11-50,FR,2026-03-25 00:00:00
C006422,seo,51-200,FR,2026-05-19 00:00:00
C006423,direct,1-10,CA,2026-02-03 00:00:00
C006424,sea,200+,BE,2026-07-16 00:00:00
C006425,referral,51-200,FR,2026-07-18 00:00:00
C006426,direct,1-10,BE,2026-02-26 00:00:00
C006427,referral,11-50,FR,2026-01-14 00:00:00
C006428,referral,200+,FR,2026-06-08 00:00:00
C006429,direct,200+,FR,2026-02-09 00:00:00
C006430,referral,1-10,FR,2026-03-17 00:00:00
C006431,direct,1-10,CA,2026-03-18 00:00:00
C006432,referral,11-50,FR,2026-06-06 00:00:00
C006433,referral,11-50,FR,2026-06-07 00:00:00
C006434,sea,51-200,FR,2026-07-11 00:00:00
C006435,direct,1-10,CA,2026-07-14 00:00:00
C006436,seo,51-200,BE,2026-01-13 00:00:00
C006437,referral,200+,BE,2026-04-03 00:00:00
C006438,seo,51-200,FR,2026-05-28 00:00:00
C006439,direct,200+,FR,2026-01-30 00:00:00
C006440,referral,200+,FR,2026-07-09 00:00:00
C006441,referral,11-50,CH,2026-04-08 00:00:00
C006442,direct,11-50,FR,2026-01-04 00:00:00
C006443,direct,1-10,FR,2026-02-17 00:00:00
C006444,direct,11-50,CA,2026-05-17 00:00:00
C006445,seo,200+,FR,2026-04-27 00:00:00
C006446,direct,11-50,FR,2026-06-05 00:00:00
C006447,seo,200+,FR,2026-03-17 00:00:00
C006448,sea,1-10,FR,2026-04-11 00:00:00
C006449,seo,1-10,FR,2026-02-17 00:00:00
C006450,referral,200+,BE,2026-02-09 00:00:00
C006451,seo,11-50,FR,2026-03-14 00:00:00
C006452,direct,200+,FR,2026-02-12 00:00:00
C006453,seo,1-10,FR,2026-02-04 00:00:00
C006454,referral,51-200,FR,2026-02-14 00:00:00
C006455,seo,11-50,BE,2026-02-08 00:00:00
C006456,seo,51-200,CA,2026-06-26 00:00:00
C006457,sea,51-200,FR,2026-05-05 00:00:00
C006458,direct,11-50,FR,2026-03-19 00:00:00
C006459,seo,51-200,CH,2026-04-05 00:00:00
C006460,sea,11-50,BE,2026-07-19 00:00:00
C006461,sea,1-10,CA,2026-05-19 00:00:00
C006462,referral,200+,FR,2026-07-16 00:00:00
C006463,sea,1-10,BE,2026-01-13 00:00:00
C006464,seo,1-10,FR,2026-01-06 00:00:00
C006465,direct,11-50,FR,2026-05-19 00:00:00
C006466,sea,1-10,CH,2026-06-25 00:00:00
C006467,referral,200+,FR,2026-02-11 00:00:00
C006468,direct,200+,FR,2026-03-16 00:00:00
C006469,seo,1-10,CA,2026-04-16 00:00:00
C006470,sea,51-200,BE,2026-04-08 00:00:00
C006471,seo,200+,FR,2026-04-19 00:00:00
C006472,direct,1-10,FR,2026-05-21 00:00:00
C006473,referral,11-50,FR,2026-03-15 00:00:00
C006474,seo,200+,FR,2026-04-21 00:00:00
C006475,referral,1-10,FR,2026-01-03 00:00:00
C006476,sea,1-10,FR,2026-07-19 00:00:00
C006477,seo,51-200,CA,2026-03-27 00:00:00
C006478,direct,1-10,FR,2026-03-29 00:00:00
C006479,seo,200+,FR,2026-07-15 00:00:00
C006480,referral,1-10,CH,2026-07-01 00:00:00
C006481,referral,200+,FR,2026-07-15 00:00:00
C006482,seo,200+,FR,2026-03-06 00:00:00
C006483,seo,51-200,FR,2026-04-09 00:00:00
C006484,direct,200+,FR,2026-05-07 00:00:00
C006485,sea,1-10,CH,2026-06-24 00:00:00
C006486,direct,1-10,CA,2026-07-12 00:00:00
C006487,seo,51-200,FR,2026-03-16 00:00:00
C006488,referral,11-50,FR,2026-02-10 00:00:00
C006489,sea,51-200,FR,2026-02-20 00:00:00
C006490,referral,51-200,FR,2026-06-30 00:00:00
C006491,direct,11-50,FR,2026-07-09 00:00:00
C006492,sea,11-50,FR,2026-04-05 00:00:00
C006493,referral,1-10,FR,2026-01-20 00:00:00
C006494,sea,51-200,CH,2026-05-26 00:00:00
C006495,referral,11-50,BE,2026-01-12 00:00:00
C006496,sea,200+,FR,2026-06-09 00:00:00
C006497,referral,11-50,FR,2026-02-11 00:00:00
C006498,sea,11-50,FR,2026-05-07 00:00:00
C006499,sea,200+,FR,2026-01-08 00:00:00
C006500,seo,51-200,CA,2026-06-17 00:00:00
C006501,seo,1-10,FR,2026-02-25 00:00:00
C006502,seo,1-10,FR,2026-01-09 00:00:00
C006503,referral,200+,FR,2026-05-25 00:00:00
C006504,referral,1-10,CA,2026-01-15 00:00:00
C006505,seo,1-10,BE,2026-03-16 00:00:00
C006506,seo,11-50,FR,2026-01-27 00:00:00
C006507,referral,51-200,FR,2026-05-06 00:00:00
C006508,direct,1-10,FR,2026-05-09 00:00:00
C006509,sea,200+,CA,2026-02-06 00:00:00
C006510,referral,200+,BE,2026-01-05 00:00:00
C006511,seo,11-50,BE,2026-03-03 00:00:00
C006512,direct,1-10,FR,2026-05-11 00:00:00
C006513,direct,11-50,FR,2026-01-05 00:00:00
C006514,seo,11-50,FR,2026-03-09 00:00:00
C006515,sea,200+,FR,2026-07-18 00:00:00
C006516,sea,200+,FR,2026-03-01 00:00:00
C006517,seo,200+,FR,2026-01-25 00:00:00
C006518,referral,200+,CH,2026-01-01 00:00:00
C006519,seo,1-10,CH,2026-06-25 00:00:00
C006520,sea,51-200,FR,2026-03-24 00:00:00
C006521,sea,1-10,FR,2026-02-13 00:00:00
C006522,referral,11-50,FR,2026-05-08 00:00:00
C006523,referral,51-200,FR,2026-01-15 00:00:00
C006524,direct,200+,FR,2026-06-19 00:00:00
C006525,sea,200+,FR,2026-06-18 00:00:00
C006526,direct,200+,FR,2026-05-12 00:00:00
C006527,seo,1-10,FR,2026-05-03 00:00:00
C006528,referral,200+,FR,2026-05-30 00:00:00
C006529,seo,51-200,BE,2026-03-11 00:00:00
C006530,sea,1-10,CH,2026-05-24 00:00:00
C006531,sea,1-10,FR,2026-07-01 00:00:00
C006532,sea,1-10,FR,2026-07-03 00:00:00
C006533,referral,51-200,FR,2026-04-25 00:00:00
C006534,direct,200+,CH,2026-03-13 00:00:00
C006535,seo,11-50,FR,2026-04-05 00:00:00
C006536,sea,11-50,CA,2026-03-09 00:00:00
C006537,sea,51-200,BE,2026-01-06 00:00:00
C006538,direct,11-50,FR,2026-06-11 00:00:00
C006539,seo,200+,FR,2026-07-15 00:00:00
C006540,direct,1-10,FR,2026-04-05 00:00:00
C006541,direct,11-50,FR,2026-07-09 00:00:00
C006542,sea,11-50,FR,2026-05-31 00:00:00
C006543,referral,11-50,FR,2026-05-10 00:00:00
C006544,sea,200+,FR,2026-04-24 00:00:00
C006545,referral,200+,FR,2026-04-21 00:00:00
C006546,direct,51-200,CH,2026-03-29 00:00:00
C006547,direct,11-50,FR,2026-02-03 00:00:00
C006548,seo,1-10,FR,2026-04-16 00:00:00
C006549,referral,11-50,FR,2026-07-09 00:00:00
C006550,referral,1-10,FR,2026-05-29 00:00:00
C006551,referral,1-10,FR,2026-05-20 00:00:00
C006552,direct,1-10,FR,2026-06-11 00:00:00
C006553,direct,200+,BE,2026-03-29 00:00:00
C006554,seo,1-10,BE,2026-02-07 00:00:00
C006555,sea,200+,FR,2026-06-26 00:00:00
C006556,referral,51-200,FR,2026-02-25 00:00:00
C006557,sea,11-50,FR,2026-06-08 00:00:00
C006558,seo,11-50,CA,2026-01-19 00:00:00
C006559,sea,200+,FR,2026-01-29 00:00:00
C006560,referral,51-200,FR,2026-04-14 00:00:00
C006561,direct,11-50,FR,2026-04-07 00:00:00
C006562,seo,200+,FR,2026-05-06 00:00:00
C006563,direct,51-200,FR,2026-06-22 00:00:00
C006564,direct,200+,FR,2026-05-15 00:00:00
C006565,sea,200+,FR,2026-07-17 00:00:00
C006566,sea,1-10,FR,2026-07-05 00:00:00
C006567,sea,51-200,FR,2026-03-06 00:00:00
C006568,seo,1-10,FR,2026-01-17 00:00:00
C006569,referral,51-200,CH,2026-03-16 00:00:00
C006570,seo,51-200,CH,2026-01-24 00:00:00
C006571,seo,51-200,FR,2026-03-07 00:00:00
C006572,sea,51-200,FR,2026-04-17 00:00:00
C006573,seo,1-10,FR,2026-02-17 00:00:00
C006574,sea,1-10,BE,2026-05-12 00:00:00
C006575,sea,11-50,FR,2026-02-25 00:00:00
C006576,referral,200+,FR,2026-02-04 00:00:00
C006577,seo,200+,FR,2026-04-28 00:00:00
C006578,direct,11-50,FR,2026-02-07 00:00:00
C006579,direct,51-200,FR,2026-01-17 00:00:00
C006580,sea,11-50,FR,2026-06-16 00:00:00
C006581,seo,1-10,FR,2026-03-11 00:00:00
C006582,direct,11-50,FR,2026-07-05 00:00:00
C006583,referral,51-200,CH,2026-01-30 00:00:00
C006584,referral,200+,CH,2026-07-12 00:00:00
C006585,direct,51-200,FR,2026-02-14 00:00:00
C006586,direct,11-50,FR,2026-01-17 00:00:00
C006587,direct,1-10,CA,2026-03-09 00:00:00
C006588,seo,11-50,FR,2026-01-12 00:00:00
C006589,referral,1-10,CA,2026-05-13 00:00:00
C006590,referral,200+,FR,2026-06-26 00:00:00
C006591,direct,200+,FR,2026-04-14 00:00:00
C006592,direct,11-50,FR,2026-02-18 00:00:00
C006593,direct,1-10,FR,2026-06-17 00:00:00
