fournisseur,categorie,volume_annuel,duree_accord,taux_service,part_marque_nationale,exercice,negociateur,taux_remise
F2244,B,87655.0,12,0.907,0.275,2024,N02,28.14
F2245,E,56769.0,36,0.958,0.03,2024,N14,28.97
F2246,E,85127.0,12,0.957,0.397,2025,N31,29.31
F2247,E,90266.0,36,0.973,0.102,2025,N01,30.08
F2248,D,81010.0,36,0.832,0.59,2026,N11,31.04
F2249,B,24368.0,12,1.0,0.456,2024,N11,27.2
F2250,E,17420.0,24,0.983,0.766,2026,N28,27.75
F2251,E,457737.0,24,0.964,0.108,2025,N07,31.3
F2252,E,113715.0,24,0.895,0.341,2025,N29,30.06
F2253,A,156253.0,12,0.903,0.792,2025,N26,30.0
F2254,D,45117.0,36,0.88,0.654,2024,N08,27.2
F2255,A,94380.0,24,0.904,0.315,2024,N29,30.07
F2256,B,164622.0,24,0.94,0.827,2026,N33,30.85
F2257,A,58786.0,36,0.798,0.573,2026,N06,30.24
F2258,C,30711.0,24,0.907,0.278,2026,N29,28.24
F2259,A,173727.0,12,1.0,0.341,2026,N10,31.82
F2260,B,183733.0,36,0.891,0.713,2025,N22,32.71
F2261,D,18893.0,12,0.909,0.465,2024,N19,26.74
F2262,B,26713.0,12,0.995,0.569,2025,N06,29.86
F2263,B,384006.0,36,0.912,0.762,2026,N24,32.82
F2264,C,28425.0,36,0.961,0.176,2025,N31,27.92
F2265,B,27646.0,12,0.913,0.276,2026,N34,26.47
F2266,C,28588.0,36,0.956,0.504,2026,N01,30.05
F2267,D,106186.0,36,0.88,0.354,2024,N23,31.64
F2268,D,70251.0,24,0.931,0.279,2025,N38,28.37
F2269,D,218865.0,12,0.983,0.182,2024,N15,31.11
F2270,D,21375.0,24,0.91,0.823,2026,N18,28.8
F2271,A,37913.0,24,1.0,0.506,2026,N12,29.59
F2272,B,84758.0,12,0.912,0.661,2025,N24,31.11
F2273,B,78159.0,36,0.948,0.116,2025,N19,28.96
F2274,B,25048.0,12,0.987,0.575,2024,N19,29.75
F2275,A,53147.0,12,0.994,0.176,2025,N07,27.08
F2276,D,31246.0,36,0.935,0.364,2025,N12,28.03
F2277,D,63062.0,24,0.939,0.29,2026,N22,29.71
F2278,B,19829.0,12,0.885,0.327,2025,N28,27.53
F2279,A,302276.0,24,0.962,0.837,2025,N28,32.79
F2280,B,62949.0,12,1.0,0.139,2025,N07,28.38
F2281,E,53931.0,12,0.912,0.553,2026,N13,28.39
F2282,C,3382.0,24,0.926,0.372,2026,N32,24.79
F2283,B,34816.0,36,0.94,0.278,2026,N09,28.41
F2284,D,130619.0,12,0.958,0.755,2024,N08,30.65
F2285,C,250021.0,36,0.893,0.749,2024,N27,33.31
F2286,C,20234.0,24,0.897,0.689,2025,N23,25.87
F2287,A,761684.0,12,1.0,0.57,2025,N26,31.84
F2288,B,1307295.0,24,1.0,0.206,2026,N31,33.86
F2289,B,34556.0,36,0.991,0.227,2024,N37,26.97
F2290,D,339351.0,36,0.908,0.49,2025,N17,32.94
F2291,D,27855.0,24,0.937,0.477,2024,N28,29.28
F2292,D,142454.0,36,0.999,0.478,2026,N36,29.71
F2293,A,142888.0,12,0.933,0.19,2026,N39,31.31
F2294,C,303772.0,12,1.0,0.305,2026,N21,30.67
F2295,B,140193.0,36,0.907,0.252,2025,N07,31.01
F2296,D,68383.0,12,0.931,0.368,2024,N15,29.28
F2297,B,110975.0,12,0.967,0.29,2024,N29,29.85
F2298,C,218075.0,24,1.0,0.344,2026,N40,29.99
F2299,A,54697.0,36,0.885,0.619,2025,N05,29.52
F2300,E,227031.0,36,1.0,0.308,2025,N01,31.38
F2301,E,43757.0,12,0.855,0.849,2025,N08,28.8
F2302,D,133038.0,24,0.9,0.186,2024,N36,30.87
F2303,C,320192.0,12,0.873,0.263,2026,N20,31.69
F2304,B,48107.0,12,0.926,0.408,2025,N25,28.6
F2305,D,147012.0,24,0.942,0.195,2026,N32,30.91
F2306,B,4355.0,12,0.902,0.231,2025,N30,21.93
F2307,B,50957.0,36,0.968,0.087,2024,N33,28.77
F2308,D,1240389.0,24,0.859,0.677,2024,N19,35.06
F2309,A,28989.0,36,0.901,0.43,2025,N33,27.25
F2310,A,26346.0,36,0.949,0.418,2026,N03,26.87
F2311,E,265886.0,12,0.955,0.209,2025,N20,31.37
F2312,C,57826.0,24,0.94,0.268,2025,N13,29.06
F2313,E,41779.0,24,0.964,0.343,2026,N12,26.5
F2314,D,50534.0,36,1.0,0.11,2026,N36,28.91
F2315,C,304276.0,24,0.955,0.8,2025,N37,31.6
F2316,C,59817.0,36,1.0,0.578,2026,N37,29.74
F2317,B,10419.0,24,0.992,0.1,2024,N38,26.75
F2318,E,412025.0,12,0.908,0.36,2026,N15,32.57
F2319,C,423523.0,24,0.928,0.45,2025,N32,30.65
F2320,E,205926.0,12,0.89,0.659,2025,N33,31.54
F2321,D,77663.0,12,0.919,0.585,2024,N02,29.93
F2322,C,22640.0,36,0.949,0.189,2024,N05,26.47
F2323,C,900215.0,24,0.895,0.293,2026,N34,33.57
F2324,C,7164.0,12,0.85,0.301,2025,N17,27.12
F2325,E,410664.0,24,0.912,0.346,2024,N34,32.31
F2326,D,332121.0,12,0.948,0.016,2024,N31,30.57
F2327,C,225649.0,24,0.86,0.481,2026,N16,31.81
F2328,D,180403.0,12,0.964,0.628,2026,N27,31.32
F2329,D,315285.0,36,0.898,0.299,2024,N01,31.29
F2330,E,106118.0,12,0.917,0.222,2026,N31,27.84
F2331,B,310616.0,36,0.922,0.307,2026,N10,31.91
F2332,B,243579.0,24,0.896,0.186,2025,N01,30.86
F2333,D,113092.0,24,0.886,0.386,2026,N17,31.23
F2334,B,117198.0,24,0.974,0.212,2025,N11,30.21
F2335,D,108744.0,36,0.942,0.097,2025,N17,29.99
F2336,C,589830.0,24,0.977,0.16,2026,N30,32.77
F2337,A,28729.0,12,0.962,0.18,2024,N11,25.73
F2338,D,73832.0,24,0.894,0.171,2025,N32,28.46
F2339,D,523503.0,24,0.993,0.718,2025,N14,32.96
F2340,D,38119.0,24,0.931,0.471,2026,N23,29.23
F2341,E,146881.0,36,0.956,0.408,2024,N21,30.22
F2342,E,95658.0,36,1.0,0.143,2026,N22,29.73
F2343,D,14920.0,12,0.961,0.166,2024,N32,25.85
F2344,C,118630.0,24,0.946,0.234,2024,N15,29.34
F2345,A,282472.0,12,0.941,0.346,2024,N36,31.13
F2346,C,77759.0,36,0.95,0.361,2024,N25,30.38
F2347,A,316395.0,36,0.959,0.231,2026,N35,31.42
F2348,D,183366.0,36,0.872,0.214,2024,N19,30.46
F2349,B,148519.0,36,0.934,0.445,2026,N26,29.82
F2350,E,13761.0,12,0.896,0.037,2025,N40,24.31
F2351,A,196140.0,36,0.87,0.469,2024,N10,28.89
F2352,D,146131.0,12,1.0,0.786,2026,N32,30.73
F2353,A,235195.0,36,0.972,0.717,2026,N04,32.6
F2354,C,212051.0,24,0.914,0.012,2024,N17,31.03
F2355,D,32917.0,12,0.913,0.256,2024,N17,27.35
F2356,C,50139.0,24,0.886,0.253,2024,N10,26.55
F2357,B,22076.0,12,0.967,0.412,2026,N18,28.05
F2358,A,134887.0,36,0.813,0.353,2025,N12,30.13
F2359,C,38123.0,24,0.839,0.334,2024,N14,28.18
F2360,A,491403.0,24,0.922,0.186,2024,N01,31.29
F2361,A,304071.0,24,0.971,0.161,2024,N38,29.8
F2362,C,22797.0,12,0.941,0.247,2026,N40,29.06
F2363,E,198784.0,24,0.885,0.083,2024,N21,29.99
F2364,B,48404.0,12,0.933,0.601,2025,N35,29.17
F2365,C,8514.0,12,0.916,0.226,2024,N08,23.41
F2366,D,180777.0,12,0.926,0.32,2025,N08,29.07
F2367,D,19529.0,24,1.0,0.519,2026,N21,26.78
F2368,C,55735.0,24,0.982,0.511,2024,N13,29.9
F2369,A,206464.0,36,0.953,0.16,2024,N03,29.88
F2370,E,195388.0,12,0.942,0.472,2025,N37,32.06
F2371,C,2505739.0,36,0.947,0.597,2026,N06,34.2
F2372,D,187125.0,24,0.96,0.812,2026,N19,33.39
F2373,B,81812.0,24,0.938,0.514,2024,N27,29.72
F2374,C,34766.0,12,1.0,0.327,2025,N35,28.25
F2375,B,7062.0,36,0.871,0.13,2024,N24,26.03
F2376,E,50083.0,12,0.926,0.178,2026,N08,27.77
F2377,D,82458.0,36,0.86,0.525,2025,N17,31.1
F2378,B,894443.0,36,1.0,0.526,2024,N03,35.27
F2379,A,61093.0,12,0.876,0.474,2026,N20,28.03
F2380,E,13250.0,36,0.977,0.439,2025,N35,25.93
F2381,D,124373.0,24,0.971,0.255,2026,N17,31.5
F2382,C,99146.0,36,0.906,0.075,2025,N11,30.14
F2383,C,204122.0,24,0.967,0.071,2026,N08,32.31
F2384,E,103569.0,12,0.941,0.605,2026,N36,29.87
F2385,C,33652.0,24,0.948,0.28,2025,N28,28.14
F2386,C,13907.0,24,0.937,0.426,2024,N31,25.83
F2387,A,57077.0,12,0.92,0.362,2024,N27,27.07
F2388,B,68221.0,36,0.87,0.339,2024,N10,27.13
F2389,E,111864.0,24,1.0,0.185,2024,N11,30.61
F2390,E,453109.0,36,0.885,0.387,2026,N16,32.13
F2391,A,63156.0,24,0.966,0.316,2025,N11,28.9
F2392,D,39993.0,36,1.0,0.173,2026,N10,27.51
F2393,D,3259.0,24,0.907,0.344,2024,N19,24.75
F2394,E,209841.0,36,0.968,0.329,2024,N14,31.02
F2395,B,17716.0,12,1.0,0.076,2026,N24,27.68
F2396,C,52562.0,24,0.915,0.728,2026,N34,30.03
F2397,D,27328.0,12,0.977,0.424,2026,N08,25.97
F2398,E,96572.0,24,0.914,0.475,2024,N26,28.53
F2399,C,56703.0,24,0.946,0.092,2024,N33,27.13
F2400,A,57146.0,12,0.91,0.137,2025,N19,28.3
F2401,A,31564.0,36,0.905,0.16,2026,N36,27.11
F2402,C,209500.0,36,0.929,0.466,2026,N23,29.17
F2403,E,19323.0,24,0.94,0.28,2024,N17,26.63
F2404,A,47828.0,24,0.943,0.152,2025,N07,28.11
F2405,A,376104.0,12,0.974,0.236,2026,N23,30.04
F2406,D,21895.0,24,0.988,0.729,2026,N40,28.62
F2407,E,1184015.0,24,0.899,0.518,2026,N37,35.44
F2408,B,55335.0,12,0.887,0.476,2026,N16,27.37
F2409,D,473630.0,36,0.924,0.54,2025,N29,32.88
F2410,C,859082.0,36,0.906,0.295,2025,N07,34.02
F2411,E,79881.0,12,0.978,0.187,2024,N11,29.28
F2412,C,144389.0,12,0.874,0.118,2025,N13,30.81
F2413,A,533198.0,24,0.978,0.519,2024,N30,32.27
F2414,B,194097.0,24,0.91,0.211,2025,N11,31.03
F2415,A,2262213.0,24,0.917,0.389,2026,N18,33.98
F2416,C,293155.0,12,0.921,0.531,2025,N37,31.93
F2417,A,77232.0,24,0.954,0.46,2025,N25,28.9
F2418,D,407464.0,12,0.926,0.087,2025,N17,30.96
F2419,C,118364.0,24,0.933,0.34,2026,N16,30.99
F2420,B,1017121.0,24,0.919,0.399,2025,N35,35.74
F2421,E,17028.0,12,0.899,0.316,2024,N19,25.62
F2422,B,803201.0,36,0.921,0.084,2024,N10,34.13
F2423,E,1307706.0,12,0.913,0.707,2024,N01,33.88
F2424,A,753166.0,24,0.887,0.247,2026,N39,33.31
F2425,D,110266.0,36,1.0,0.298,2026,N23,27.07
F2426,A,7832.0,24,0.947,0.717,2026,N35,26.27
F2427,C,35244.0,12,0.991,0.749,2025,N29,29.29
F2428,A,99015.0,36,0.938,0.593,2024,N19,28.76
F2429,D,596233.0,12,0.984,0.263,2025,N14,33.19
F2430,B,127344.0,36,0.955,0.488,2026,N29,30.89
F2431,C,47824.0,36,0.879,0.412,2026,N30,26.23
F2432,A,150394.0,12,0.999,0.613,2026,N07,33.08
F2433,B,562003.0,12,0.832,0.362,2024,N04,31.72
F2434,B,61329.0,12,0.989,0.62,2025,N40,29.08
F2435,A,112864.0,12,0.99,0.439,2024,N23,29.47
F2436,E,141620.0,12,0.942,0.32,2026,N27,30.55
F2437,C,186650.0,24,0.929,0.463,2026,N04,32.93
F2438,D,302543.0,12,0.976,0.585,2024,N20,31.7
F2439,E,446817.0,36,0.953,0.478,2025,N04,35.3
F2440,D,14851.0,36,0.919,0.24,2025,N28,25.5
F2441,E,195216.0,12,0.847,0.547,2025,N25,29.27
F2442,E,89486.0,12,0.957,0.367,2024,N13,29.29
F2443,D,34002.0,24,0.958,0.587,2025,N33,28.77
F2444,A,134536.0,12,0.867,0.208,2025,N18,28.2
F2445,A,106079.0,12,0.893,0.176,2025,N23,29.17
F2446,B,74720.0,12,0.885,0.163,2024,N38,27.72
F2447,C,194106.0,12,0.897,0.512,2024,N11,32.43
F2448,C,70140.0,24,0.91,0.202,2024,N36,29.13
F2449,E,142842.0,36,0.9,0.682,2026,N27,31.77
F2450,E,113415.0,24,0.988,0.153,2024,N05,30.02
F2451,C,105885.0,12,0.954,0.434,2024,N01,27.85
F2452,D,93949.0,12,0.921,0.322,2024,N25,29.43
F2453,A,64519.0,24,0.899,0.451,2026,N22,30.36
F2454,D,463561.0,12,0.893,0.736,2026,N13,32.44
F2455,B,212418.0,12,0.938,0.491,2025,N26,31.5
F2456,C,150361.0,36,1.0,0.271,2024,N16,31.8
F2457,D,272978.0,24,0.975,0.37,2025,N04,30.48
F2458,B,45818.0,12,0.893,0.22,2026,N14,27.57
F2459,D,578702.0,12,0.964,0.441,2026,N33,33.93
F2460,C,13454.0,36,0.96,0.288,2025,N01,27.95
F2461,E,65090.0,12,0.934,0.866,2026,N06,30.53
F2462,B,12588.0,24,0.937,0.592,2025,N13,26.82
F2463,B,48746.0,12,0.86,0.21,2024,N03,28.16
F2464,D,148215.0,24,0.89,0.08,2024,N32,29.3
F2465,D,101933.0,12,0.993,0.503,2024,N29,28.85
F2466,D,1090922.0,12,0.902,0.729,2026,N05,31.9
F2467,E,128386.0,12,0.977,0.486,2025,N40,29.19
F2468,B,165405.0,24,0.979,0.649,2026,N09,31.6
F2469,A,88223.0,24,1.0,0.65,2026,N08,31.34
F2470,D,27896.0,12,0.966,0.619,2025,N14,28.92
F2471,B,248720.0,36,0.891,0.725,2025,N39,32.75
F2472,A,533122.0,12,0.921,0.277,2024,N21,31.95
F2473,C,22962.0,24,0.963,0.562,2025,N34,28.44
F2474,E,9231.0,12,0.948,0.451,2026,N24,25.31
F2475,D,11411.0,36,0.959,0.158,2024,N13,25.98
F2476,A,63979.0,12,0.949,0.333,2025,N13,28.13
F2477,A,132457.0,36,0.92,0.697,2024,N39,33.93
F2478,C,215074.0,36,0.927,0.184,2024,N26,29.7
F2479,E,6031.0,36,0.881,0.393,2026,N31,25.28
F2480,C,14001.0,24,0.861,0.357,2025,N12,26.13
F2481,B,111595.0,12,0.958,0.817,2024,N01,32.32
F2482,A,159295.0,24,0.977,0.78,2024,N21,32.07
F2483,A,57822.0,36,1.0,0.572,2024,N03,31.95
F2484,C,45997.0,24,0.872,0.402,2026,N12,29.38
F2485,D,167731.0,12,0.952,0.149,2025,N39,30.6
F2486,A,41098.0,12,0.859,0.425,2025,N30,30.33
F2487,C,12066.0,24,0.923,0.209,2026,N36,24.33
F2488,A,501997.0,36,0.822,0.269,2026,N39,33.6
F2489,A,288670.0,24,1.0,0.271,2025,N12,32.28
F2490,B,62160.0,36,0.958,0.518,2026,N17,29.78
F2491,E,83790.0,36,0.905,0.226,2024,N26,30.0
F2492,E,35111.0,36,0.925,0.578,2024,N35,28.91
F2493,E,689885.0,24,0.913,0.519,2025,N10,34.29
F2494,A,174794.0,24,1.0,0.605,2024,N23,31.79
F2495,A,325932.0,12,0.938,0.727,2024,N36,31.07
F2496,A,74064.0,24,0.93,0.704,2025,N16,29.72
F2497,C,27485.0,24,0.975,0.141,2024,N14,26.12
F2498,B,1485214.0,24,0.882,0.079,2026,N32,30.45
F2499,B,163066.0,24,0.963,0.717,2024,N40,30.6
F2500,D,350033.0,12,0.928,0.214,2024,N16,31.09
F2501,D,530650.0,36,0.921,0.511,2025,N05,34.17
F2502,D,1019048.0,24,0.946,0.545,2026,N36,34.26
F2503,E,191906.0,24,0.904,0.139,2026,N31,30.06
F2504,E,16261.0,36,0.918,0.36,2026,N08,27.51
F2505,A,199895.0,12,0.989,0.878,2026,N22,31.47
F2506,C,53194.0,36,0.966,0.161,2024,N09,29.76
F2507,E,75980.0,36,0.824,0.39,2025,N22,30.04
F2508,B,369328.0,24,0.897,0.411,2025,N23,32.09
F2509,C,143402.0,36,0.999,0.144,2025,N28,28.16
F2510,E,72221.0,12,0.923,0.908,2025,N18,29.37
F2511,D,88631.0,36,0.963,0.391,2025,N32,30.62
F2512,C,183598.0,24,0.984,0.352,2025,N19,31.73
F2513,A,550967.0,24,0.987,0.238,2026,N26,31.9
F2514,B,493906.0,24,0.978,0.193,2025,N06,32.14
F2515,E,18802.0,36,0.949,0.568,2025,N08,27.56
F2516,A,195525.0,36,0.912,0.49,2024,N12,30.76
F2517,C,153606.0,24,0.925,0.405,2024,N36,31.65
F2518,A,248315.0,24,1.0,0.703,2026,N29,32.51
F2519,E,249339.0,12,0.995,0.197,2024,N02,30.44
F2520,C,222388.0,36,1.0,0.503,2026,N03,31.73
F2521,C,352895.0,24,0.897,0.225,2024,N14,29.48
F2522,B,136658.0,36,0.924,0.638,2024,N08,32.05
F2523,D,444266.0,12,0.917,0.189,2026,N12,31.92
F2524,A,1106603.0,24,0.9,0.808,2025,N26,34.45
F2525,C,67498.0,24,0.873,0.808,2025,N06,30.75
F2526,C,25781.0,36,0.966,0.678,2024,N18,29.24
F2527,A,71947.0,24,0.915,0.181,2026,N10,30.18
F2528,A,103535.0,12,0.877,0.613,2024,N14,29.22
F2529,D,75266.0,12,0.909,0.665,2026,N40,28.57
F2530,D,36458.0,24,0.98,0.795,2025,N05,26.81
F2531,C,49439.0,12,0.933,0.661,2025,N19,29.5
F2532,D,250116.0,36,0.935,0.348,2024,N13,31.9
F2533,C,323230.0,24,0.857,0.531,2026,N39,32.73
F2534,D,36613.0,24,0.934,0.187,2025,N31,28.98
F2535,D,83547.0,12,0.998,0.48,2026,N02,29.76
F2536,E,18781.0,12,0.949,0.397,2025,N35,27.05
F2537,B,43647.0,24,0.962,0.347,2025,N36,30.14
F2538,D,123262.0,12,0.813,0.234,2026,N18,28.67
F2539,D,62061.0,12,0.935,0.505,2024,N02,27.56
F2540,A,89826.0,36,0.869,0.317,2025,N40,30.7
F2541,B,19311.0,24,0.925,0.299,2024,N35,27.55
F2542,A,78129.0,24,0.906,0.4,2024,N07,28.44
F2543,B,13622.0,36,0.891,0.229,2026,N12,26.48
F2544,D,98731.0,36,0.912,0.71,2024,N31,29.5
F2545,B,93087.0,24,0.918,0.767,2024,N18,29.75
F2546,C,34117.0,36,0.99,0.344,2024,N33,30.78
F2547,C,77007.0,24,0.943,0.434,2024,N30,30.07
F2548,E,131849.0,36,0.904,0.418,2025,N15,28.83
F2549,B,169604.0,24,0.873,0.512,2025,N20,32.67
F2550,A,1227592.0,36,0.971,0.355,2025,N07,35.92
F2551,C,700159.0,24,0.897,0.388,2024,N10,29.98
F2552,E,61910.0,12,1.0,0.225,2025,N23,32.11
F2553,B,944875.0,24,1.0,0.636,2026,N07,33.64
F2554,A,129354.0,24,1.0,0.153,2024,N38,29.83
F2555,A,2149745.0,24,0.961,0.419,2025,N38,35.65
F2556,D,168462.0,12,0.997,0.331,2025,N19,29.47
F2557,E,56944.0,24,0.857,0.082,2026,N19,28.21
F2558,B,206386.0,12,0.966,0.238,2024,N40,32.61
F2559,D,112648.0,36,0.935,0.289,2025,N35,30.93
F2560,D,597031.0,24,0.937,0.515,2024,N10,33.94
F2561,A,74911.0,36,0.895,0.381,2025,N03,29.63
F2562,A,65443.0,36,0.938,0.683,2025,N32,32.21
F2563,E,6378.0,12,1.0,0.471,2024,N17,26.4
F2564,A,74893.0,12,0.977,0.303,2024,N40,28.5
F2565,D,47366.0,24,0.946,0.241,2025,N21,27.65
F2566,D,47952.0,36,0.972,0.341,2024,N32,29.11
F2567,B,392440.0,36,0.961,0.09,2025,N14,29.64
F2568,B,276222.0,36,0.894,0.495,2025,N30,31.6
F2569,C,109785.0,36,0.959,0.249,2024,N35,30.54
F2570,A,85872.0,12,0.995,0.412,2026,N21,29.18
F2571,B,38735.0,36,0.814,0.283,2026,N18,28.5
F2572,C,29693.0,36,0.871,0.386,2026,N01,27.36
F2573,A,200158.0,12,1.0,0.217,2024,N29,30.98
F2574,D,141901.0,12,0.981,0.347,2025,N12,31.83
F2575,E,28020.0,24,0.914,0.393,2024,N10,27.13
F2576,C,93561.0,12,0.874,0.609,2025,N19,29.6
F2577,D,69045.0,24,0.942,0.517,2026,N36,29.41
F2578,A,95305.0,12,0.934,0.231,2026,N04,28.09
F2579,B,712577.0,36,1.0,0.227,2026,N30,31.67
F2580,E,41543.0,36,0.855,0.717,2026,N35,29.27
F2581,C,514895.0,36,0.909,0.602,2026,N38,34.07
F2582,A,344641.0,24,1.0,0.248,2024,N36,32.37
F2583,A,108534.0,12,1.0,0.556,2026,N04,31.94
F2584,C,305997.0,24,0.942,0.632,2026,N28,31.97
F2585,D,173984.0,24,0.908,0.605,2025,N17,29.82
F2586,C,77903.0,24,0.94,0.304,2025,N32,29.32
F2587,B,11760.0,36,0.937,0.284,2025,N18,25.77
F2588,C,20638.0,12,0.957,0.788,2024,N40,25.27
F2589,A,30399.0,36,0.928,0.503,2025,N39,28.76
F2590,E,63817.0,24,0.948,0.309,2026,N29,29.74
F2591,D,92514.0,24,0.919,0.487,2026,N24,30.5
F2592,C,523416.0,24,0.967,0.286,2024,N27,32.97
F2593,B,111696.0,36,0.984,0.158,2025,N23,30.39
F2594,A,882520.0,36,0.957,0.758,2026,N04,36.05
F2595,D,461807.0,24,0.956,0.484,2024,N31,32.51
F2596,D,408076.0,24,0.988,0.314,2025,N37,32.67
F2597,D,101286.0,12,0.948,0.525,2025,N27,30.68
F2598,B,125203.0,12,1.0,0.098,2025,N16,29.68
F2599,D,262184.0,24,0.872,0.589,2026,N31,32.23
F2600,C,79384.0,36,0.896,0.394,2024,N33,29.93
F2601,E,128438.0,12,0.997,0.569,2026,N02,32.08
F2602,A,15512.0,36,0.988,0.839,2025,N26,25.44
F2603,C,240008.0,12,0.977,0.413,2024,N35,30.05
F2604,A,186649.0,24,0.987,0.496,2024,N40,31.93
F2605,C,68946.0,12,0.936,0.168,2024,N09,29.14
F2606,C,648670.0,12,0.99,0.409,2024,N13,32.35
F2607,D,838175.0,36,0.973,0.29,2025,N27,34.8
F2608,B,208947.0,36,0.86,0.106,2025,N30,29.79
F2609,A,53413.0,24,0.911,0.51,2024,N16,27.39
F2610,B,212970.0,36,0.942,0.203,2026,N36,30.29
F2611,C,168922.0,36,0.79,0.158,2025,N02,31.3
F2612,E,354330.0,36,0.975,0.286,2025,N30,32.69
F2613,C,73135.0,36,0.949,0.554,2024,N24,30.1
F2614,D,230893.0,36,0.904,0.433,2025,N13,29.42
F2615,A,277907.0,36,0.918,0.355,2025,N02,33.38
F2616,A,220262.0,36,0.965,0.253,2025,N26,32.81
F2617,A,194388.0,24,0.98,0.481,2024,N30,30.95
F2618,A,118285.0,36,0.874,0.283,2025,N14,30.62
F2619,C,65400.0,12,0.97,0.236,2024,N21,29.5
F2620,A,30745.0,12,0.927,0.084,2026,N12,27.74
F2621,C,8556.0,36,0.93,0.546,2024,N02,27.72
F2622,B,9224.0,24,0.891,0.28,2026,N28,24.93
F2623,A,43701.0,12,0.958,0.243,2026,N11,26.09
F2624,D,58328.0,12,0.864,0.192,2025,N08,26.73
F2625,D,488139.0,36,0.936,0.587,2024,N20,34.83
F2626,D,211291.0,36,0.951,0.286,2024,N39,31.5
F2627,D,42125.0,12,0.847,0.146,2024,N36,29.18
F2628,C,61806.0,36,0.973,0.488,2025,N37,30.43
F2629,B,45184.0,12,1.0,0.05,2025,N17,28.26
F2630,B,40403.0,24,1.0,0.391,2026,N01,27.71
F2631,C,1096091.0,36,0.966,0.823,2025,N28,33.82
F2632,E,41763.0,12,0.923,0.624,2024,N31,28.72
F2633,B,166165.0,24,0.896,0.343,2026,N02,30.11
F2634,D,73427.0,36,0.926,0.754,2025,N34,30.18
F2635,C,25337.0,36,0.967,0.322,2026,N39,27.71
F2636,C,81124.0,36,0.902,0.396,2026,N13,31.09
F2637,A,14653.0,36,0.953,0.172,2024,N26,26.47
F2638,C,79201.0,36,0.989,0.105,2025,N31,29.12
F2639,C,275216.0,36,0.945,0.347,2024,N19,30.76
F2640,E,29119.0,36,0.954,0.14,2026,N09,26.48
F2641,B,352018.0,12,0.957,0.14,2024,N23,32.39
F2642,C,41888.0,24,0.985,0.439,2026,N19,30.6
F2643,E,52508.0,36,0.982,0.245,2025,N23,28.12
F2644,E,86898.0,24,0.961,0.296,2025,N34,29.5
F2645,C,396149.0,36,0.905,0.5,2024,N11,34.04
F2646,E,33457.0,24,0.979,0.311,2025,N25,27.75
F2647,C,165498.0,12,0.955,0.382,2025,N33,30.09
F2648,A,29255.0,36,0.982,0.283,2026,N13,26.67
F2649,E,248914.0,12,1.0,0.098,2026,N19,31.33
F2650,C,1359082.0,36,0.911,0.688,2026,N34,33.77
F2651,C,11153.0,36,0.925,0.627,2026,N24,27.73
F2652,D,68872.0,24,0.976,0.126,2026,N27,30.13
F2653,C,43484.0,36,0.937,0.456,2026,N21,29.56
F2654,B,49558.0,36,0.932,0.091,2024,N28,31.4
F2655,E,11960.0,12,0.988,0.137,2024,N22,23.8
F2656,A,97257.0,12,0.898,0.542,2026,N15,28.97
F2657,C,33850.0,24,0.895,0.036,2025,N01,26.5
F2658,D,45375.0,12,0.895,0.472,2025,N12,28.17
F2659,E,148068.0,12,0.995,0.167,2026,N02,28.25
F2660,E,61652.0,36,0.904,0.248,2024,N37,29.79
F2661,A,42441.0,36,0.949,0.222,2025,N37,28.72
F2662,B,864394.0,24,0.942,0.094,2025,N25,32.69
F2663,A,115786.0,36,0.896,0.653,2025,N36,31.71
F2664,D,68068.0,12,1.0,0.417,2026,N27,27.87
F2665,D,92601.0,24,0.961,0.479,2024,N21,30.82
F2666,E,96985.0,36,0.996,0.589,2025,N08,31.5
F2667,B,78069.0,24,0.943,0.731,2024,N17,30.44
F2668,C,181938.0,12,0.977,0.122,2024,N08,30.31
F2669,C,33210.0,24,0.942,0.709,2024,N13,28.72
F2670,D,487616.0,36,0.85,0.103,2024,N26,32.88
F2671,A,109066.0,12,0.985,0.233,2025,N09,30.84
F2672,C,381598.0,12,0.941,0.604,2025,N10,33.79
F2673,A,67522.0,24,0.942,0.44,2024,N25,28.83
F2674,C,811783.0,24,0.957,0.361,2026,N34,33.03
F2675,C,193547.0,12,0.962,0.789,2026,N14,29.83
F2676,C,118491.0,12,1.0,0.316,2025,N03,28.45
F2677,D,748497.0,12,0.94,0.672,2024,N18,31.65
F2678,C,120887.0,12,0.971,0.562,2024,N20,29.45
F2679,E,286404.0,24,1.0,0.203,2025,N32,31.24
F2680,D,75040.0,36,0.949,0.43,2026,N08,29.66
F2681,C,3280028.0,36,0.971,0.719,2025,N02,37.32
F2682,D,109156.0,12,0.982,0.192,2024,N27,29.36
F2683,E,62294.0,24,0.883,0.125,2026,N05,27.74
F2684,D,153179.0,12,1.0,0.501,2024,N19,28.34
F2685,C,387923.0,36,0.881,0.287,2024,N27,29.34
F2686,D,40423.0,36,0.893,0.229,2024,N04,29.79
F2687,D,362324.0,24,0.923,0.427,2025,N31,32.84
F2688,B,66462.0,12,0.944,0.321,2025,N36,29.05
F2689,D,49093.0,36,0.943,0.475,2026,N02,27.75
F2690,C,34464.0,24,0.859,0.334,2024,N02,28.09
F2691,C,543277.0,24,0.94,0.553,2025,N28,33.88
F2692,D,21531.0,36,1.0,0.184,2024,N15,30.07
