"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F0905","D",53461,12,0.982,0.712,2026,"N11",30.29,29.6292087498171,27.6644301668276,0.660791250182879,FALSE,0
"F0906","D",41835,12,1,0.009,2025,"N02",26.29,27.342256161553,25.3766866973814,-1.052256161553,FALSE,440.211365185696
"F0907","A",89695,24,0.966,0.544,2025,"N27",31.41,30.2412604631862,28.2778240529599,1.1687395368138,FALSE,0
"F0908","A",29990,24,0.922,0.541,2024,"N17",29.36,28.3939763966371,26.4303688745197,0.966023603362853,FALSE,0
"F0909","A",64559,36,0.945,0.466,2026,"N29",31.61,29.672373433206,27.7085252398137,1.937626566794,FALSE,0
"F0910","D",83081,12,0.99,0.512,2025,"N23",28.28,29.8369279065973,27.872737052358,-1.55692790659726,FALSE,1293.51127408007
"F0911","B",33374,24,0.945,0.218,2026,"N33",28.35,27.6755160772421,25.7117180932122,0.674483922757886,FALSE,0
"F0912","C",10272,12,0.927,0.638,2024,"N27",30.23,26.7839097027464,24.8187101580115,3.44609029725355,FALSE,0
"F0913","A",175141,12,0.913,0.389,2026,"N07",30.54,30.4630798440646,28.4993005959944,0.0769201559354009,FALSE,0
"F0914","C",23633,24,0.934,0.175,2024,"N06",29.41,27.0959038536949,25.131820317787,2.31409614630508,FALSE,0
"F0915","B",10191,36,0.937,0.478,2024,"N13",26.48,26.8048047467377,24.8399571394122,-0.324804746737687,FALSE,33.1008517400377
"F0916","A",104500,36,0.86,0.608,2025,"N32",29.44,30.7308956426446,28.7660183247992,-1.29089564264459,FALSE,1348.98594656359
"F0917","A",97937,24,0.972,0.668,2025,"N17",31.58,30.7421389000521,28.7782448813574,0.837861099947894,FALSE,0
"F0918","D",387556,24,0.879,0.758,2024,"N36",30.67,33.0514422356476,31.0863508358094,-2.38144223564761,TRUE,9229.42227078646
"F0919","D",475710,12,0.985,0.306,2025,"N30",31.57,32.044178380313,30.0795703742538,-0.474178380312985,FALSE,2255.7139729869
"F0920","D",7533,24,0.78,0.638,2024,"N28",27.28,26.2128718600354,24.2438915244446,1.06712813996463,FALSE,0
"F0921","A",52357,36,0.937,0.545,2026,"N05",30.71,29.5436936233065,27.5796805246554,1.16630637669352,FALSE,0
"F0922","C",142632,24,0.994,0.309,2024,"N13",30.76,30.4665444623776,28.5027932692518,0.293455537622375,FALSE,0
"F0923","B",20886,24,0.99,0.505,2025,"N21",29.2,27.8653135804221,25.9009797912701,1.33468641957788,FALSE,0
"F0924","C",400444,36,0.861,0.46,2024,"N10",35.34,32.5589296077889,30.5939111772011,2.78107039221111,FALSE,0
"F0925","E",155663,12,0.873,0.331,2026,"N20",31.46,30.0076823498911,28.0432193199213,1.45231765010892,FALSE,0
"F0926","C",46385,36,0.962,0.365,2025,"N38",29.48,29.0294183458087,27.065521698189,0.450581654191318,FALSE,0
"F0927","C",55262,24,0.878,0.358,2026,"N39",28.39,28.8170484279137,26.8531828407722,-0.427048427913697,FALSE,235.995502233667
"F0928","C",150527,36,0.986,0.562,2025,"N02",29.66,31.5149153059914,29.5507054993729,-1.85491530599139,FALSE,2792.14836264967
"F0929","C",1271274,36,1,0.697,2024,"N22",34.8,35.3395007431016,33.3732580639923,-0.539500743101584,FALSE,6858.53267685723
"F0930","C",1016513,12,0.888,0.739,2025,"N39",35.43,34.3560841012868,32.3899953361103,1.07391589871315,FALSE,0
"F0931","A",18818,24,0.88,0.355,2026,"N29",27.43,26.996367337613,25.0319487697583,0.433632662386973,FALSE,0
"F0932","C",212350,12,0.922,0.512,2026,"N20",30.05,31.2246420731599,29.2607766745858,-1.17464207315987,FALSE,2494.35244235498
"F0933","B",18019,36,0.979,0.182,2024,"N36",26.62,26.9651548410841,25.0001946828633,-0.345154841084085,FALSE,62.1934508149413
"F0934","B",88378,12,0.968,0.701,2026,"N24",31.42,30.3718779682704,28.4072695852683,1.04812203172963,FALSE,0
"F0935","B",31824,12,0.956,0.434,2026,"N10",27.18,27.9618656006938,25.9977733758712,-0.781865600693838,FALSE,248.820908764807
"F0936","E",73262,24,0.869,0.432,2024,"N37",31.83,29.3905522523117,27.4265092195235,2.43944774768826,FALSE,0
"F0937","C",61329,24,1,0.384,2024,"N22",31.46,29.3364586137183,27.372652901976,2.12354138628173,FALSE,0
"F0938","B",159312,36,0.94,0.558,2025,"N21",30.5,31.4407057577472,29.4768166693467,-0.940705757747164,FALSE,1498.65715678216
"F0939","B",42305,24,0.97,0.579,2025,"N24",29.4,29.1664037113964,27.2025787071914,0.233596288603604,FALSE,0
"F0940","A",236500,24,0.948,0.096,2024,"N39",31.7,30.5007587514002,28.5367126017939,1.19924124859982,FALSE,0
"F0941","C",89569,12,0.98,0.305,2024,"N34",28.96,29.4176858251529,27.4536581530572,-0.457685825152947,FALSE,409.944616731243
"F0942","D",34727,24,1,0.636,2024,"N26",27.8,29.0723378926112,27.108007880611,-1.27233789261122,FALSE,441.844779967098
"F0943","B",582011,24,0.976,0.682,2025,"N33",34.45,33.6678541077965,31.703060549136,0.782145892203488,FALSE,0
"F0944","E",153020,24,0.798,0.629,2026,"N10",29.55,30.9417626181119,28.9749840051659,-1.39176261811192,FALSE,2129.67515823485
"F0945","D",80357,12,0.901,0.255,2025,"N13",30.56,28.8923430769153,26.928336384498,1.66765692308475,FALSE,0
"F0946","A",114858,36,0.974,0.361,2024,"N39",30.69,30.4035112313625,28.4396385022629,0.286488768637522,FALSE,0
"F0947","A",238089,24,0.883,0.487,2026,"N10",31.17,31.4394390794057,29.475603967133,-0.269439079405696,FALSE,641.504809766229
"F0948","A",87952,36,1,0.466,2026,"N27",30,30.2719639132738,28.3075010242985,-0.271963913273762,FALSE,239.197701002539
"F0949","E",50294,12,0.889,0.125,2025,"N39",29.27,27.6970593845644,25.7322351289758,1.57294061543558,FALSE,0
"F0950","B",85999,36,0.949,0.139,2024,"N21",26.75,29.2915821236477,27.3273729256662,-2.54158212364766,TRUE,2185.73521051575
"F0951","E",53605,24,0.967,0.197,2024,"N31",26.93,28.4148205006879,26.4510437269091,-1.48482050068791,FALSE,795.938029393754
"F0952","B",54397,24,0.983,0.378,2026,"N28",28.33,28.9801094553701,27.016416199621,-0.650109455370085,FALSE,353.640040437665
"F0953","B",700532,12,1,0.33,2026,"N38",33.17,32.7063501747057,30.7410874458173,0.463649825294304,FALSE,0
"F0954","A",260715,12,0.846,0.415,2024,"N35",30.35,31.0951196034908,29.1299027971025,-0.745119603490807,FALSE,1942.63857424106
"F0955","A",501175,12,0.992,0.302,2025,"N14",33.7,32.1011811969856,30.1364777596735,1.59881880301445,FALSE,0
"F0956","B",56381,36,0.974,0.512,2024,"N32",29.97,29.711245774516,27.7471698788924,0.258754225483965,FALSE,0
"F0957","D",12737,12,0.943,0.442,2025,"N11",27.9,26.5464434779048,24.5818986863589,1.35355652209521,FALSE,0
"F0958","C",65294,24,0.929,0.418,2026,"N17",29.35,29.3496140704636,27.3864124028106,0.000385929536435015,FALSE,0
"F0959","A",191437,12,0.904,0.726,2026,"N32",30.47,31.5361606355689,29.5715110381291,-1.06616063556891,FALSE,2041.02593591405
"F0960","B",57142,12,0.984,0.531,2024,"N25",30.3,29.2738240612143,27.309553503583,1.02617593878568,FALSE,0
"F0961","A",128076,24,0.919,0.028,2024,"N02",29.52,29.271928467738,27.3076023863513,0.248071532262028,FALSE,0
"F0962","C",32991,12,0.973,0.191,2025,"N07",27.78,27.4837839941906,25.5192411552534,0.296216005809359,FALSE,0
"F0963","E",185891,12,1,0.145,2026,"N38",28.34,30.0095393656686,28.0446071838118,-1.66953936566858,FALSE,3103.52342223497
"F0964","C",61478,36,1,0.282,2025,"N25",28.77,29.3193589670591,27.3548703599291,-0.549358967059138,FALSE,337.734905768617
"F0965","A",103318,12,0.98,0.111,2024,"N37",28.46,29.011004975498,27.0464975850027,-0.551004975498007,FALSE,569.287320585031
"F0966","B",227813,12,0.988,0.559,2025,"N12",33.23,31.5762198265944,29.6116930673661,1.65378017340563,FALSE,0
"F0967","A",42901,36,0.782,0.595,2024,"N36",29.76,29.1199764342043,27.1519920981147,0.640023565795687,FALSE,0
"F0968","A",28941,24,0.981,0.185,2024,"N04",28.18,27.4476598412637,25.4835329809082,0.732340158736339,FALSE,0
"F0969","A",39006,12,0.919,0.558,2024,"N15",30.32,28.5916125420169,26.6276345098087,1.72838745798307,FALSE,0
"F0970","D",203659,36,0.883,0.462,2025,"N29",29.76,31.4616177323406,29.4974410920056,-1.7016177323406,FALSE,3465.49765750754
"F0971","B",68908,24,0.983,0.085,2025,"N18",29.39,28.5836803475361,26.6193149438263,0.806319652463909,FALSE,0
"F0972","D",360607,12,1,0.455,2024,"N32",32.92,32.0474963857995,30.0829577095157,0.872503614200468,FALSE,0
"F0973","A",192113,12,0.891,0.216,2025,"N01",29.93,30.1317282918755,28.16741186786,-0.201728291875487,FALSE,387.546273370754
"F0974","C",380997,24,0.947,0.579,2024,"N12",32.12,32.7109942442233,30.7472210335905,-0.590994244223261,FALSE,2251.6703406633
"F0975","C",126816,36,0.901,0.67,2026,"N04",29.3,31.3344346351112,29.3701284073205,-2.0344346351112,TRUE,2579.98862686262
"F0976","B",425521,12,0.917,0.7,2025,"N10",32.51,32.8393128293078,30.8743304401421,-0.329312829307767,FALSE,1401.2952443987
"F0977","A",244947,12,0.999,0.579,2026,"N26",29.71,31.6976617871884,29.7330785638195,-1.98766178718842,TRUE,4868.71791786442
"F0978","E",10390,12,0.916,0.341,2024,"N24",26.9,25.8286151241344,23.8637014210788,1.07138487586561,FALSE,0
"F0979","D",556301,24,0.929,0.537,2026,"N08",32.38,33.055492866171,31.0915789650626,-0.675492866171005,FALSE,3757.77356943796
"F0980","D",288548,36,0.938,0.343,2024,"N16",30.83,31.7892397979238,29.8254838201209,-0.959239797923757,FALSE,2767.86725211304
"F0981","E",63623,12,0.862,0.682,2025,"N38",30.99,29.5887700414948,27.6233880832154,1.40122995850522,FALSE,0
"F0982","E",24681,12,0.918,0.435,2026,"N19",26.6,27.4345278879403,25.4703088877284,-0.834527887940336,FALSE,205.969828022554
"F0983","D",11406,12,0.974,0.488,2024,"N07",27.41,26.557476365463,24.5927531434125,0.852523634536961,FALSE,0
"F0984","C",123039,12,0.975,0.751,2024,"N21",30.52,31.1709830805005,29.2062089320287,-0.65098308050052,FALSE,800.963072417035
"F0985","B",37497,24,0.935,0.766,2025,"N31",30.06,29.432628344559,27.4681425076286,0.627371655441042,FALSE,0
"F0986","D",26083,12,0.993,0.253,2025,"N14",30.02,27.2581050077231,25.2934558896097,2.76189499227694,FALSE,0
"F0987","C",32118,36,1,0.473,2026,"N13",28.48,28.7675829120589,26.8029535508,-0.287582912058912,FALSE,92.3658796950815
"F0988","D",14888,24,0.843,0.226,2024,"N38",25.83,26.2651832874619,24.2997015490977,-0.435183287461911,FALSE,64.7900878373293
"F0989","E",318531,36,0.925,0.488,2025,"N36",34.14,32.2746920843534,30.310552043957,1.8653079156466,FALSE,0
"F0990","B",36738,24,0.958,0.135,2025,"N05",25.69,27.6691774467274,25.705139110019,-1.97917744672737,TRUE,727.1102103787
"F0991","D",101224,12,0.978,0.133,2025,"N40",29.42,29.0650122215545,27.1005911117915,0.354987778445501,FALSE,0
"F0992","B",125135,36,0.944,0.087,2024,"N26",28.93,29.7368411855844,27.7724061520963,-0.806841185584357,FALSE,1009.64071758099
"F0993","D",161101,12,0.993,0.387,2026,"N09",30.86,30.5036269099018,28.539496136946,0.356373090098177,FALSE,0
"F0994","D",85823,12,0.916,0.3,2025,"N27",28.41,29.1527205638175,27.1889467772383,-0.74272056381745,FALSE,637.42506948505
"F0995","D",276766,24,0.989,0.367,2026,"N01",30.73,31.5725028864149,29.6087275840349,-0.842502886414927,FALSE,2331.76153861514
"F0996","B",50770,24,0.898,0.627,2025,"N27",29.45,29.4572729343586,27.4933543502646,-0.00727293435864595,FALSE,3.69246877388455
"F0997","D",1307805,12,0.878,0.339,2024,"N30",34.86,33.5545357330739,31.5887754092224,1.30546426692612,FALSE,0
"F0998","A",15692,36,1,0.169,2026,"N35",27.18,26.6751930765863,24.7094371576178,0.504806923413696,FALSE,0
"F0999","C",237438,36,0.955,0.683,2024,"N06",33.08,32.5265116098863,30.562134931865,0.553488390113721,FALSE,0
"F1000","C",1408760,36,0.942,0.268,2025,"N29",36.26,34.1881280308476,32.2229009318157,2.07187196915236,FALSE,0
"F1001","D",33002,12,0.87,0.468,2026,"N29",28.44,27.9581407798843,25.9934652315766,0.481859220115652,FALSE,0
"F1002","E",565759,24,0.992,0.487,2026,"N40",32.99,33.0049981372156,31.0405605052728,-0.0149981372155779,FALSE,84.8533111294811
"F1003","C",1185259,36,0.926,0.402,2025,"N21",33.79,34.2578178911759,32.2929425118732,-0.467817891175855,FALSE,5544.85365877203
"F1004","C",60469,36,0.978,0.273,2024,"N10",31.19,29.2256933293609,27.2616041988764,1.96430667063911,FALSE,0
"F1005","D",647284,36,0.924,0.195,2026,"N32",32.98,32.5927290906762,30.6280389010348,0.387270909323782,FALSE,0
"F1006","C",52777,36,0.921,0.353,2024,"N24",29.95,29.124700875873,27.1609093464959,0.825299124127021,FALSE,0
"F1007","A",149567,24,0.901,0.301,2025,"N29",29.82,30.2541890465977,28.2907452444235,-0.434189046597741,FALSE,649.403531324843
"F1008","E",79945,12,0.91,0.485,2024,"N22",30.01,29.4914589976499,27.5275051997776,0.518541002350087,FALSE,0
"F1009","B",32679,24,0.938,0.126,2024,"N13",27.67,27.4182264367277,25.454186801488,0.251773563272344,FALSE,0
"F1010","A",28209,36,0.941,0.607,2024,"N23",29.26,28.7830745765985,26.8187354588274,0.476925423401454,FALSE,0
"F1011","A",52460,12,0.938,0.053,2024,"N08",27.82,27.6824388971632,25.7178028515949,0.137561102836802,FALSE,0
"F1012","A",17417,24,0.913,0.129,2025,"N10",26.47,26.3479898977931,24.3834405932506,0.122010102206932,FALSE,0
"F1013","D",129021,12,0.949,0.148,2024,"N33",29.74,29.440861039944,27.4768318341988,0.299138960055959,FALSE,0
"F1014","A",121752,36,0.967,0.598,2024,"N18",30.83,31.1500457047052,29.1859640312183,-0.320045704705176,FALSE,389.662046392646
"F1015","E",388438,36,0.908,0.453,2026,"N06",32.91,32.4134471916798,30.4492082819228,0.496552808320246,FALSE,0
"F1016","B",170709,12,0.961,0.293,2024,"N28",27.74,30.3146109065585,28.3506174672109,-2.57461090655848,TRUE,4395.09253247692
"F1017","D",85775,24,1,0.44,2026,"N22",28.94,29.9216262689918,27.9578425758717,-0.981626268991803,FALSE,841.989932227719
"F1018","A",71127,24,0.811,0.565,2026,"N31",28.8,29.5865907331303,27.6206046018793,-0.78659073313025,FALSE,559.478390753553
"F1019","C",1980798,24,0.981,0.641,2025,"N17",34.66,35.591189271016,33.6254343091765,-0.931189271016038,FALSE,18444.9784565003
"F1020","C",16394,12,0.874,0.425,2026,"N25",24.75,26.7852589582229,24.8201657928356,-2.03525895822292,TRUE,333.660353611065
"F1021","B",21313,36,1,0.39,2026,"N26",26.02,27.8103998353716,25.8454039660681,-1.7903998353716,FALSE,381.587916912749
"F1022","B",1527696,12,0.948,0.652,2024,"N25",33.39,34.8109013383946,32.8448854504603,-1.42090133839464,FALSE,21707.0529106014
"F1023","E",378015,12,0.988,0.475,2026,"N27",31.56,32.0519571650001,30.0874039447604,-0.491957165000148,FALSE,1859.67187727531
"F1024","A",131024,36,0.907,0.169,2025,"N10",29.67,29.9479443922383,27.9837009838204,-0.27794439223829,FALSE,364.173860486297
"F1025","B",200260,12,0.932,0.119,2024,"N32",29.78,30.0262537561187,28.061745486248,-0.246253756118705,FALSE,493.147772003318
"F1026","D",347406,12,0.857,0.359,2025,"N18",30.7,31.447191307506,29.4821143807168,-0.747191307505993,FALSE,2595.78743375427
"F1027","A",18229,36,0.928,0.428,2024,"N02",26.41,27.5555777823259,25.5912563510394,-1.14557778232588,FALSE,208.827373940184
"F1028","D",72706,24,0.951,0.052,2026,"N40",26.46,28.4729997381861,26.5088692137428,-2.01299973818614,TRUE,1463.57158964561
"F1029","D",249487,24,0.975,0.453,2026,"N21",32.35,31.6215444897657,29.6579972242935,0.728455510234284,FALSE,0
"F1030","E",234918,12,0.903,0.737,2025,"N17",30.81,31.9140372828111,29.948964322019,-1.1040372828111,FALSE,2593.58230403417
"F1031","D",401502,24,0.957,0.222,2026,"N02",30.55,31.7003045312396,29.7364655019744,-1.15030453123961,FALSE,4618.49569901767
"F1032","B",142828,24,0.911,0.39,2026,"N10",31.65,30.4242171607692,28.4608605317081,1.22578283923077,FALSE,0
"F1033","B",69883,36,0.974,0.215,2024,"N24",27.89,29.2201312390194,27.2559551546627,-1.33013123901944,FALSE,929.535613763958
"F1034","C",52142,36,0.987,0.099,2025,"N19",28.33,28.5162781761599,26.5513340753796,-0.186278176159885,FALSE,97.129166613287
"F1035","C",226143,36,0.924,0.372,2024,"N34",33,31.5152459443234,29.5514489097135,1.48475405567662,FALSE,0
"F1036","D",105613,36,0.925,0.055,2024,"N40",29.58,29.3444164519583,27.380004523779,0.235583548041678,FALSE,0
"F1037","E",191240,12,0.948,0.382,2024,"N05",30.37,30.671285422864,28.7074123622507,-0.301285422864041,FALSE,576.178242685191
"F1038","E",581856,36,0.843,0.705,2026,"N26",34.02,33.6463908243043,31.6799246809958,0.373609175695741,FALSE,0
"F1039","B",478050,36,0.893,0.567,2025,"N24",33.03,33.1376663893758,31.1730327679898,-0.107666389375822,FALSE,514.699174411118
"F1040","E",24169,24,0.952,0.583,2026,"N18",27.98,28.1471044646109,26.1830570530292,-0.167104464610873,FALSE,40.3874780518018
"F1041","D",439435,12,0.918,0.422,2025,"N38",32.36,32.1163779164741,30.1521704986755,0.243622083525906,FALSE,0
"F1042","B",34474,24,0.999,0.947,2026,"N31",31.67,29.8795309916918,27.9129876886422,1.79046900830818,FALSE,0
"F1043","D",15483,36,0.864,0.122,2024,"N32",26.8,26.3409414061188,24.3752467249358,0.459058593881231,FALSE,0
"F1044","B",1384885,12,0.981,0.797,2025,"N30",36.44,35.1240333274699,33.157156930635,1.31596667253009,FALSE,0
"F1045","C",155637,12,0.905,0.451,2026,"N06",30.76,30.5230892324071,28.5592069431794,0.236910767592853,FALSE,0
"F1046","B",54362,12,0.875,0.252,2026,"N02",27.17,28.1546398959116,26.1899946871203,-0.984639895911585,FALSE,535.269940215456
"F1047","C",67601,12,0.952,0.45,2024,"N22",30.23,29.3215182937348,27.3577794970647,0.908481706265245,FALSE,0
"F1048","B",330664,36,0.901,0.761,2026,"N23",32.89,33.0591328755725,31.0939545519064,-0.169132875572473,FALSE,559.261531682961
"F1049","C",1242396,36,0.872,0.412,2024,"N20",32.46,34.2589286836089,32.2932191800396,-1.79892868360888,FALSE,22349.8180080094
"F1050","D",544546,12,0.961,0.56,2024,"N07",32.28,32.9292798432024,30.9647697971148,-0.649279843202407,FALSE,3535.62741496498
"F1051","A",86392,24,0.887,0.077,2024,"N30",28.26,28.7182505727853,26.7538339076211,-0.458250572785271,FALSE,395.891834840652
"F1052","D",28305,12,0.885,0.3,2026,"N31",27.53,27.2681757638015,25.3036759212974,0.261824236198489,FALSE,0
"F1053","A",98573,12,0.955,0.376,2024,"N05",30.91,29.6334584198306,27.6698659939109,1.27654158016938,FALSE,0
"F1054","A",382947,36,0.902,0.097,2025,"N07",31.8,31.4544885036285,29.4895423406795,0.345511496371472,FALSE,0
"F1055","D",207797,24,0.92,0.908,2026,"N11",34.18,32.5037889972107,30.5384434360698,1.67621100278929,FALSE,0
"F1056","D",23475,24,1,0.294,2026,"N20",26.14,27.43493467119,25.4706070523499,-1.29493467118999,FALSE,303.985914061851
"F1057","E",131891,24,0.969,0.437,2025,"N18",30.1,30.53618882845,28.5726618094952,-0.436188828449993,FALSE,575.29380773098
"F1058","D",237572,24,0.934,0.362,2026,"N21",29.88,31.2096204954668,29.2463319193862,-1.32962049546678,FALSE,3158.80600349034
"F1059","B",37567,36,0.812,0.715,2025,"N12",30.34,29.3249217323878,27.3578866782709,1.01507826761223,FALSE,0
"F1060","C",328521,36,0.93,0.349,2026,"N39",33.61,32.0119094747082,30.0479952626152,1.59809052529179,FALSE,0
"F1061","E",659512,24,0.927,0.211,2025,"N23",34.01,32.400084979292,30.4357534800666,1.60991502070801,FALSE,0
"F1062","D",341939,24,0.957,0.345,2026,"N27",32.78,31.788861613416,29.8253386914106,0.991138386584023,FALSE,0
"F1063","B",41281,12,0.902,0.139,2024,"N33",27.99,27.4953678840068,25.5307305051702,0.494632115993166,FALSE,0
"F1064","A",82094,24,1,0.371,2024,"N11",31.09,29.6771428765348,27.7134046936543,1.4128571234652,FALSE,0
"F1065","C",105050,36,0.937,0.511,2026,"N19",30.67,30.653825137792,28.6901545031375,0.0161748622080111,FALSE,0
"F1066","D",75331,36,0.923,0.728,2025,"N20",31.98,30.6917614655351,28.727211528812,1.28823853446491,FALSE,0
"F1067","A",320894,36,1,0.042,2026,"N28",31.82,31.1536112836477,29.1878763105624,0.666388716352309,FALSE,0
"F1068","A",127178,24,0.96,0.541,2025,"N21",30.23,30.7809295324224,28.8175542002714,-0.550929532422419,FALSE,700.661160744184
"F1069","C",114646,12,0.945,0.113,2026,"N26",28.01,29.1586748094863,27.1942572149538,-1.14867480948629,FALSE,1316.90972208366
"F1070","E",168534,36,0.911,0.332,2026,"N27",31.85,30.7410102188065,28.777096128803,1.10898978119355,FALSE,0
"F1071","D",67309,12,0.949,0.305,2026,"N18",31.14,28.7913818479817,26.8276613495334,2.34861815201827,FALSE,0
"F1072","C",23055,24,0.92,0.386,2024,"N39",28.98,27.6230074323116,25.6593080973038,1.35699256768836,FALSE,0
"F1073","D",130834,24,0.887,0.329,2026,"N19",27.59,30.0720070664367,28.1084148704476,-2.48200706643665,TRUE,3247.30912530173
"F1074","E",76327,24,0.973,0.423,2024,"N10",31.62,29.6278594283161,27.6643701966771,1.9921405716839,FALSE,0
"F1075","B",252107,36,0.957,0.837,2024,"N28",33.63,32.9926307517744,31.0271548256834,0.637369248225575,FALSE,0
"F1076","A",149485,12,0.968,0.637,2026,"N38",30.92,31.0107664524381,29.0465904081556,-0.0907664524381353,FALSE,135.682231427147
